Order Number,Order Status,Order Date,Postcode (Billing),City (Shipping),State Code (Shipping),Payment Method Title,Cart Discount Amount,Shipping Method Title,Order Refund Amount,Order Total Amount,Order Total Tax Amount,total items ,Discount Amount,Discount Amount Tax
47303,Completed,3/06/2022,6155,Canning Vale,WA,Credit Card/Debit Card or PayPal,5,Flat rate,0,853.5,0,1,5,0
47293,Completed,3/06/2022,4069,FIG TREE POCKET,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,106.19,0,1,,
47281,Completed,3/06/2022,2530,Kanahooka,NSW,Afterpay,0,Local Pick-Up Only,0,418.98,0,1,,
47271,Completed,3/06/2022,4814,Cranbrook,QLD,"Zip now, pay later",0,Flat rate,0,358.5,0,1,,
47268,Completed,3/06/2022,3053,Carlton,VIC,Afterpay,0,Local Pick-Up Only,0,74.98,0,1,,
47233,Completed,2/06/2022,6062,Morley,WA,Credit Card/Debit Card or PayPal,5,Flat rate,0,29.45,0,1,5,0
47228,Completed,2/06/2022,2800,Orange,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,129.5,0,1,,
47193,Completed,2/06/2022,2770,Bidwill,NSW,Afterpay,0,Local Pick-Up Only,0,353.97,0,3,,
47174,Completed,2/06/2022,2759,Erskine Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,226.5,0,2,,
47171,Pending payment,1/06/2022,2620,Karabar,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,139.48,0,1,,
47144,Completed,1/06/2022,2527,Albion Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,24.47,0,1,,
47108,Completed,1/06/2022,3037,Hillside,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,167.5,0,1,,
47103,Completed,1/06/2022,3754,Doreen,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.48,0,1,,
47096,Completed,1/06/2022,6069,AVELEY,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,69.1,0,2,,
47090,Completed,1/06/2022,2541,North Nowra,NSW,Afterpay,0,Flat rate,0,238.5,0,1,,
47069,Completed,1/06/2022,4133,Logan Reserve,QLD,Afterpay,0,Flat rate,0,38.48,0,1,,
47054,Completed,31/05/2022,2085,Belrose,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,214.45,0,3,,
47046,Completed,31/05/2022,6051,Maylands,WA,Credit Card/Debit Card or PayPal,5,Flat rate,0,553.5,0,1,5,0
47045,Completed,31/05/2022,2575,Mittagong,NSW,"Zip now, pay later",0,Local Pick-Up Only,0,285,0,1,,
47037,Completed,31/05/2022,2146,TOONGABBIE,NSW,Afterpay,0,Local Pick-Up Only,0,225.98,0,5,,
47033,Completed,31/05/2022,4055,FERNY HILLS,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,24.83,0,1,,
47024,Completed,31/05/2022,4811,Oonoonba,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,2258.5,0,1,,
46912,Completed,31/05/2022,7277,Grindelwald,TAS,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,65,0,1,,
46908,Completed,31/05/2022,2763,Quakers Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,129.98,0,1,,
46904,Completed,31/05/2022,2450,Coffs Harbour,NSW,humm,0,Flat rate,0,139.48,0,2,,
46893,Completed,30/05/2022,3131,Forest Hill,VIC,Afterpay,5,Flat rate,0,162.27,0,4,5,0
46886,Completed,30/05/2022,7277,Grindelwald,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,95.5,0,8,,
46882,Completed,30/05/2022,5163,Onkaparinga Hills,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,323.5,0,1,,
46865,Completed,30/05/2022,2036,HILLSDALE,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,139.45,0,3,,
46811,Completed,30/05/2022,2232,Sydney,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,106.67,0,3,,
46775,Completed,29/05/2022,3643,COBRAM,VIC,humm,5,Flat rate,0,242.48,0,1,5,0
46768,Completed,29/05/2022,2153,Winston Hills,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,128.5,0,1,,
46763,Completed,29/05/2022,2234,Menai,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,94.5,0,2,,
46760,Completed,29/05/2022,5351,Lyndoch,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,94.45,0,1,,
46756,Completed,29/05/2022,3140,LILYDALE,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,69.48,0,1,,
46744,Completed,28/05/2022,6149,Leeming,WA,Afterpay,0,Flat rate,0,128.5,0,1,,
46741,Completed,28/05/2022,6280,VASSE,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,152.47,0,2,,
46738,Completed,28/05/2022,2800,Orange,NSW,Afterpay,0,Flat rate,0,79.46,0,2,,
46735,Completed,28/05/2022,2570,Ellis Lane,NSW,"Zip now, pay later",0,Local Pick-Up Only,0,69,0,1,,
46727,Completed,28/05/2022,2166,Cabramatta,NSW,CreditCard,0,AU_StandardSendleParcelDelivery,0,48.99,0,1,,
46722,Completed,28/05/2022,4556,Buderim,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,85.5,0,1,,
46663,Completed,27/05/2022,2782,WENTWORTH FALLS,NSW,humm,0,Flat rate,0,58.39,0,3,,
46662,Pending payment,27/05/2022,2570,Oran Park,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,107.5,0,1,,
46661,Pending payment,27/05/2022,2570,Oran Park,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,107.5,0,1,,
46660,Pending payment,27/05/2022,2570,Oran Park,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,107.5,0,1,,
46641,Completed,26/05/2022,6062,Morley,WA,Afterpay,5,Local Pick-Up Only,0,442.96,0,4,5,0
46638,Completed,26/05/2022,2263,Noraville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,67.5,0,1,,
46631,Completed,26/05/2022,4121,Tarragindi,QLD,Afterpay,0,Flat rate,0,128.5,0,1,,
46599,Completed,26/05/2022,6111,Kelmscott,WA,Afterpay,0,Flat rate,0,25.48,0,1,,
46578,Completed,26/05/2022,2263,Gorokan,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,134.49,0,1,,
46566,Completed,26/05/2022,2763,Quakers Hill,NSW,Credit Card/Debit Card or PayPal,5,Local Pick-Up Only,0,38.98,0,1,5,0
46561,Completed,26/05/2022,2076,Wahroonga,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,347.5,0,1,,
46548,Completed,25/05/2022,2627,Jindabyne,NSW,humm,0,Flat rate,0,335.43,0,6,,
46547,Completed,25/05/2022,2440,Belmore River,NSW,Afterpay,0,Flat rate,0,170.83,0,5,,
46543,Completed,25/05/2022,3805,Narre Warren,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,140.4,0,2,,
46533,Completed,25/05/2022,2280,Marks Point,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,128.5,0,1,,
46512,Completed,25/05/2022,2745,Glenmore Park,NSW,humm,0,Local Pick-Up Only,0,1315.96,0,4,,
46496,Completed,25/05/2022,2526,Cordeaux Heights,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,116.5,0,2,,
46490,Completed,25/05/2022,3053,Carlton,VIC,Afterpay,0,Flat rate,0,84.48,0,1,,
46483,Completed,24/05/2022,2121,Epping,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,159,0,1,,
46472,Completed,24/05/2022,4870,Kanimbla,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,57.46,0,1,,
46439,Completed,24/05/2022,3076,EPPING,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,29.48,0,1,,
46431,Completed,24/05/2022,4005,Teneriffe,QLD,Credit Card/Debit Card or PayPal,5,Flat rate,0,156.5,0,1,5,0
46423,Completed,24/05/2022,2762,Schofields,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,79.5,0,1,,
46412,Completed,24/05/2022,2620,Googong,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,57.49,0,1,,
46409,Completed,24/05/2022,4680,Kirkwood,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,38.5,0,1,,
46400,Completed,24/05/2022,4133,Logan Reserve,QLD,Afterpay,5,Flat rate,0,64.5,0,1,5,0
46380,Completed,23/05/2022,7000,West Hobart,TAS,Afterpay,0,Flat rate,0,48.5,0,1,,
46375,Completed,23/05/2022,3429,Sunbury,VIC,Afterpay,0,Flat rate,0,48.44,0,1,,
46368,Completed,23/05/2022,2134,Burwood,NSW,Credit Card/Debit Card or PayPal,5,Local Pick-Up Only,0,30,0,1,5,0
46356,Completed,23/05/2022,4207,yarrabilba,QLD,Afterpay,0,Flat rate,0,132.44,0,4,,
46342,Completed,23/05/2022,2250,Wyoming,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,107.42,0,4,,
46330,Completed,23/05/2022,3805,Narre Warren,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,59.45,0,1,,
46327,Completed,23/05/2022,3101,Kew,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.46,0,1,,
46321,Completed,23/05/2022,3805,Narre Warren,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,484.5,0,1,,
46289,Completed,23/05/2022,2762,Schofields,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,69.49,0,1,,
46285,Completed,23/05/2022,2250,East Gosford,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,221.22,0,5,,
46270,Completed,22/05/2022,3212,Lara,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,758.5,0,1,,
46267,Completed,22/05/2022,2176,Saint Johns Park,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,325,0,1,,
46262,Completed,22/05/2022,2035,Maroubra,NSW,Afterpay,0,Flat rate,0,128.5,0,1,,
46253,Completed,22/05/2022,2760,Ropes Crossing,NSW,Afterpay,0,Flat rate,0,871.45,0,3,,
46248,Completed,22/05/2022,4000,Brisbane,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,858.5,0,1,,
46244,Completed,22/05/2022,4101,West End,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,108.5,0,1,,
46235,Completed,22/05/2022,2763,Quakers Hill,NSW,Afterpay,5,Local Pick-Up Only,0,117.17,0,4,5,0
46231,Completed,22/05/2022,3137,Kilsyth,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,49.3,0,1,,
46225,Completed,22/05/2022,3178,Rowville,VIC,Afterpay,0,Flat rate,0,96.46,0,3,,
46219,Completed,22/05/2022,2170,chipping norton,NSW,humm,0,Flat rate,0,79.46,0,1,,
46218,Pending payment,22/05/2022,2170,chipping norton,NSW,humm,0,Flat rate,0,129.5,0,1,,
46201,Completed,21/05/2022,2541,Nowra,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,754.42,0,9,,
46197,Completed,21/05/2022,4122,UPPER MOUNT GRAVATT,QLD,Afterpay,0,Flat rate,0,269.46,0,1,,
46185,Completed,20/05/2022,2144,AUBURN;NSW,NSW,Afterpay,0,Flat rate,0,221.5,0,1,,
46148,Completed,19/05/2022,6069,The Vines,WA,humm,0,Flat rate,0,533.5,0,1,,
46110,Completed,19/05/2022,6018,Doubleview,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,42.46,0,2,,
46102,Completed,19/05/2022,2066,Lane Cove North,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,29.5,0,1,,
46099,Completed,19/05/2022,7310,Tugrah,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,109.49,0,1,,
46059,Completed,19/05/2022,2154,Castle Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,17.99,0,1,,
45941,Completed,18/05/2022,4285,Beaudesert,QLD,Afterpay,0,Flat rate,0,77.5,0,2,,
45940,Completed,18/05/2022,2560,APPIN,NSW,Afterpay,0,Local Pick-Up Only,0,439.99,0,4,,
45937,Completed,18/05/2022,4285,Beaudesert,QLD,Afterpay,0,Flat rate,0,139.48,0,1,,
45934,Completed,18/05/2022,3515,Marong,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,37.46,0,1,,
45930,Completed,18/05/2022,2430,Cundletown,NSW,Afterpay,0,Flat rate,0,109.46,0,1,,
45863,Completed,18/05/2022,3825,moe,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,38.5,0,1,,
45850,Completed,18/05/2022,2526,Cordeaux Heights,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,147.48,0,2,,
45791,Completed,18/05/2022,6076,Kalamunda,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,452.48,0,4,,
45773,Completed,17/05/2022,2390,Narrabri,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,107.5,0,1,,
45753,Completed,17/05/2022,4006,Newstead,QLD,Afterpay,0,Flat rate,0,139.48,0,1,,
45672,Completed,17/05/2022,4558,Maroochydore,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,36.48,0,1,,
45511,Completed,17/05/2022,2284,Teralba,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,158.99,0,1,,
45492,Completed,17/05/2022,2754,NORTH RICHMOND,NSW,Afterpay,0,Local Pick-Up Only,0,1049,0,1,,
45491,Pending payment,17/05/2022,2754,NORTH RICHMOND,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,1049,0,1,,
45485,Completed,16/05/2022,4702,Gracemere,QLD,Afterpay,0,Flat rate,0,81.39,0,11,,
45418,Completed,16/05/2022,2170,Prestons,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,43.96,0,2,,
45390,Completed,15/05/2022,6155,Canning Vale,WA,Afterpay,0,Flat rate,0,484.99,0,1,,
45382,Completed,15/05/2022,3224,Leopold,VIC,humm,0,Flat rate,0,31.94,0,3,,
45374,Completed,15/05/2022,3205,South Melbourne,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,729.97,0,1,,
45369,Completed,15/05/2022,2530,Horsley,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,219,0,1,,
45365,Completed,15/05/2022,4570,Lagoon pocket,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,41.99,0,1,,
45362,Completed,15/05/2022,2350,Armidale,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,533.99,0,1,,
45351,Completed,14/05/2022,PERTHWA,Loftus street Nedlands,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,129.99,0,1,,
45345,Completed,14/05/2022,2126,Cherrybrook,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,67.97,0,2,,
45341,Completed,14/05/2022,2170,Prestons,NSW,Afterpay,0,Flat rate,0,272.97,0,3,,
45336,Completed,14/05/2022,2759,Erskine Park,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,879.98,0,1,,
45332,Completed,14/05/2022,2765,Box Hill,NSW,Afterpay,0,Local Pick-Up Only,0,159,0,1,,
45328,Completed,14/05/2022,3806,Berwick,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,42.99,0,1,,
45324,Completed,14/05/2022,2250,Wyoming,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,39.99,0,1,,
45315,Completed,13/05/2022,2148,Blacktown,NSW,Afterpay,0,Flat rate,0,61.97,0,2,,
45311,Completed,13/05/2022,3012,Tottenham,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,309.89,0,1,,
45304,Completed,13/05/2022,2530,Koonawarra,NSW,"Zip now, pay later",0,Flat rate,0,584.99,0,1,,
45301,Completed,13/05/2022,2162,Chester Hill,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,39.94,0,1,,
45286,Completed,13/05/2022,2440,Belmore River,NSW,Afterpay,0,Flat rate,0,394.38,0,7,,
45279,Completed,12/05/2022,2760,Saint Marys,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,123.96,0,1,,
45227,Completed,12/05/2022,2154,Castle Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,96,0,2,,
45083,Completed,12/05/2022,2250,Wyoming,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,278.97,0,3,,
45079,Completed,12/05/2022,3222,Clifton Springs,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,81.97,0,2,,
44995,Completed,12/05/2022,0832,Gunn,NT,Credit Card/Debit Card or PayPal,0,Flat rate,0,196.59,0,4,,
44917,Completed,11/05/2022,6030,Ridgewood,WA,"Zip now, pay later",0,Flat rate,0,207.97,0,3,,
44914,Completed,11/05/2022,4702,Gracemere,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,99.97,0,1,,
44811,Completed,11/05/2022,2101,Narrabeen,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,108.99,0,1,,
44716,Completed,11/05/2022,2785,Blackheath,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,228.99,0,1,,
44695,Completed,11/05/2022,2035,Pagewood,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,77.95,0,1,,
44688,Completed,10/05/2022,2570,Oran Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,59.95,0,1,,
44685,Completed,10/05/2022,2075,St Ives,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,84.94,0,1,,
44680,Completed,10/05/2022,2770,Dharruk,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,69.95,0,3,,
44672,Completed,10/05/2022,4350,Newtown,QLD,humm,0,Flat rate,0,584.99,0,1,,
44660,Completed,9/05/2022,2121,Epping,NSW,CreditCard,0,AU_StandardSendleParcelDelivery,0,42,0,1,,
44423,Completed,9/05/2022,2785,Blackheath,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,97.99,0,2,,
44381,Completed,9/05/2022,2760,Colyton,NSW,Afterpay,0,Flat rate,0,30.96,0,1,,
44361,Completed,9/05/2022,4212,HELENSVALE,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,195.49,0,2,,
44356,Completed,9/05/2022,6027,Mullaloo,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.98,0,1,,
44350,Completed,8/05/2022,3131,Forest Hill,VIC,Afterpay,0,Flat rate,0,93.97,0,2,,
44339,Completed,8/05/2022,4209,Upper Coomera,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,119.99,0,1,,
44335,Completed,8/05/2022,4215,Southport,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,368.85,0,10,,
44328,Completed,8/05/2022,2868,Bournewood,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,33.97,0,1,,
44323,Completed,8/05/2022,2088,Mosman,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,85.99,0,1,,
44317,Completed,8/05/2022,3165,BENTLEIGH EAST,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,129.98,0,1,,
44314,Completed,8/05/2022,2525,Figtree,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,44.97,0,2,,
44311,Completed,8/05/2022,2558,Eschol Park,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,228.99,0,1,,
44308,Completed,8/05/2022,2830,Dubbo,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,47.99,0,1,,
44294,Completed,7/05/2022,5052,Belair,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,168.99,0,1,,
44288,Completed,7/05/2022,2800,Orange,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,56.95,0,2,,
44285,Completed,7/05/2022,4854,Tully,QLD,"Zip now, pay later",0,Flat rate,0,44.97,0,1,,
44282,Completed,7/05/2022,3844,traralgon,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,259.99,0,1,,
44273,Completed,6/05/2022,2767,Doonside,NSW,Afterpay,0,Local Pick-Up Only,0,518.98,0,2,,
44245,Completed,6/05/2022,2164,Smithfield,NSW,Afterpay,0,Flat rate,0,149.99,0,1,,
44052,Completed,5/05/2022,3793,Monbulk,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.99,0,1,,
43964,Completed,5/05/2022,4133,Logan Reserve,QLD,"Zip now, pay later",0,Flat rate,0,649.97,0,1,,
43952,Completed,5/05/2022,3025,Altona North,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,129.99,0,1,,
43934,Completed,4/05/2022,2800,Orange,NSW,humm,0,Local Pick-Up Only,0,2499,0,1,,
43931,Completed,4/05/2022,2456,coffs harbour,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,59.97,0,1,,
43926,Completed,4/05/2022,5609,Whyalla Jenkins,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,673.99,0,2,,
43913,Completed,4/05/2022,2251,Avoca Beach,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,108.99,0,1,,
43909,Completed,4/05/2022,2085,Belrose,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,172.87,0,4,,
43899,Completed,4/05/2022,3031,Kensington,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,658.99,0,1,,
43847,Completed,4/05/2022,2155,Kellyville,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,286.98,0,3,,
43843,Completed,4/05/2022,2148,Blacktown,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,12.98,0,1,,
43839,Completed,3/05/2022,4870,Kanimbla,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,57.95,0,1,,
43835,Completed,3/05/2022,2155,Kellyville,NSW,Afterpay,0,Flat rate,0,209.95,0,1,,
43816,Completed,3/05/2022,3064,Kalkallo,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,33.97,0,2,,
43812,Completed,3/05/2022,2259,Wyee,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,168.99,0,1,,
43793,Completed,3/05/2022,2081,Berowra,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,76.95,0,3,,
43788,Completed,2/05/2022,2761,Oakhurst,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,29.96,0,1,,
43784,Completed,2/05/2022,3025,Altona North,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,1808.91,0,4,,
43776,Completed,2/05/2022,3132,Mitcham,VIC,Credit Card/Debit Card or PayPal,0,Flat rate,0,89.98,0,2,,
43772,Completed,2/05/2022,2761,Oakhurst,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,550,0,1,,
43750,Completed,2/05/2022,5290,Mt Gambier,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,249.99,0,1,,
43656,Completed,2/05/2022,7000,West hobart,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,354.94,0,4,,
43634,Completed,1/05/2022,4510,Caboolture South,QLD,Afterpay,0,Flat rate,0,238.99,0,1,,
43630,Completed,1/05/2022,4305,Wulkuraka,QLD,Afterpay,0,Flat rate,0,128.99,0,1,,
43626,Completed,1/05/2022,2171,West hoxton,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,70,0,1,,
43616,Completed,1/05/2022,2747,Jordan Springs,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,399,0,1,,
43611,Completed,30/04/2022,2211,Padstow,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,199,0,1,,
43601,Completed,30/04/2022,2324,Raymond Terrace,NSW,Afterpay,0,Flat rate,0,41.99,0,1,,
43594,Completed,29/04/2022,4883,Atherton,QLD,Afterpay,0,Flat rate,0,478.99,0,1,,
43572,Completed,29/04/2022,2456,Corindi Beach,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,33.97,0,1,,
43567,Completed,29/04/2022,2536,Batemans Bay,NSW,Afterpay,0,Flat rate,0,108.99,0,1,,
43562,Completed,29/04/2022,2000,Sydney,NSW,Afterpay,0,Flat rate,0,233.47,0,2,,
43551,Completed,29/04/2022,6111,Roleystone,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,107.99,0,1,,
43506,Completed,28/04/2022,4173,Tingalpa,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,97.99,0,1,,
43467,Completed,28/04/2022,2319,Lemon Tree Passage,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,49.99,0,1,,
43459,Completed,27/04/2022,2650,Tolland,NSW,CreditCard,0,AU_StandardSendleParcelDelivery,0,36.98,0,1,,
43403,Completed,27/04/2022,6064,Marangaroo,WA,Credit Card/Debit Card or PayPal,0,Flat rate,0,388.99,0,1,,
43399,Completed,27/04/2022,2770,Bidwill,NSW,Afterpay,0,Local Pick-Up Only,0,35.99,0,2,,
43369,Completed,27/04/2022,7310,Tugrah,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,94.98,0,2,,
43352,Completed,27/04/2022,2016,Redfern,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,1030.29,0,11,,
43342,Completed,26/04/2022,2426,COOPERNOOK,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,249.93,0,1,,
43339,Completed,26/04/2022,4670,Avondale,QLD,Afterpay,0,Flat rate,0,34.97,0,1,,
43334,Completed,26/04/2022,2144,Auburn,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,303.87,0,8,,
43330,Completed,26/04/2022,2115,Ermington,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.99,0,1,,
43280,Completed,26/04/2022,2166,Cabramatta West,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,26.97,0,1,,
43224,Completed,25/04/2022,5125,Golden Grove,SA,Credit Card/Debit Card or PayPal,0,Flat rate,0,49.98,0,1,,
43220,Completed,25/04/2022,3331,bannockburn,VIC,Afterpay,0,Flat rate,0,44.97,0,1,,
43214,Completed,25/04/2022,7300,Perth,TAS,Credit Card/Debit Card or PayPal,0,Flat rate,0,74.99,0,1,,
43208,Completed,25/04/2022,4879,Palm Cove,QLD,Afterpay,0,Flat rate,0,738.99,0,1,,
43204,Completed,25/04/2022,2154,Castle Hill,NSW,Credit Card/Debit Card or PayPal,0,Local Pick-Up Only,0,21,0,1,,
43201,Completed,25/04/2022,4163,Cleveland,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,23.97,0,1,,
43198,Completed,25/04/2022,4213,Bonogin,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,54.99,0,1,,
43195,Completed,25/04/2022,4213,Mudgeeraba,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,139.99,0,1,,
43189,Completed,25/04/2022,5084,Blair Athol,SA,Afterpay,0,Flat rate,0,59.97,0,2,,
43181,Completed,24/04/2022,4560,Nambour,QLD,Afterpay,0,Flat rate,0,67.97,0,1,,
43177,Completed,24/04/2022,2620,Queanbeyan East,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,389.99,0,1,,
43171,Completed,24/04/2022,2220,Hurstville,NSW,"Zip now, pay later",0,Flat rate,0,52.96,0,2,,
43165,Completed,23/04/2022,4680,CALLIOPE,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,31.99,0,1,,
43159,Completed,23/04/2022,4702,Gracemere,QLD,Credit Card/Debit Card or PayPal,0,Flat rate,0,421.79,0,6,,
43133,Completed,22/04/2022,2446,Crosslands,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,129.99,0,1,,
43090,Completed,22/04/2022,2250,Wyoming,NSW,Credit Card/Debit Card or PayPal,0,Flat rate,0,209.95,0,1,,
