Name,Categories,Brand,Order Number,Order Status,Order Date,City (Shipping),State Code (Shipping),Postcode (Shipping),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Total Amount,Item #,Quantity (- Refund),Item Cost
Flipper Cleaner Max Replacement Blade Stainless Steel 2pk,Accessories > Magnet Cleaner,Flipper,91942,Completed,1/10/2023 12:20,Colyton,NSW,2760,Visa debit card,0,33.63,Flat rate,9.5,46.49,1,1,33.63
Seneye Plus 3 Slide Pack Ammonia &amp; pH,Monitoring,Seneye,91943,Completed,1/10/2023 13:50,Bracken Ridge,QLD,4017,Afterpay,0,144.55,Free Shipping over $150,0,159,1,1,44.55
Innovitech X-Filter 1.0 Replacement Roll 25 Micron 65m,Rollermat,Innovitech,91943,Completed,1/10/2023 13:50,Bracken Ridge,QLD,4017,Afterpay,0,144.55,Free Shipping over $150,0,159,2,2,50
New Life Spectrum Thera+A Large Sinking 3.0-3.5mm 600g,"Fish Food > Freshwater, Fish Food > Marine",New Life Spectrum,91944,Completed,1/10/2023 13:59,Hepburn,VIC,3461,PayPal / Credit Card / Debit Card,0,79.97,Flat rate,9.5,97.47,2,1,49.99
Absolute Colour Boost 150g,Fish Food > Freshwater,Absolute Aquariums,91944,Completed,1/10/2023 13:59,Hepburn,VIC,3461,PayPal / Credit Card / Debit Card,0,79.97,Flat rate,9.5,97.47,1,1,29.98
Fine Fish Net 8 X 6in 20.5 X 14.5cm,Accessories > Fish Nets,Aqua One,91945,Completed,1/10/2023 16:59,Kings Langley,NSW,2147,Mastercard prepaid card,0,10.89,Local Pick-Up Only,0,11.98,2,1,6.36
Fine Fish Net 6 X 5in 16 X 13cm,Accessories > Fish Nets,Aqua One,91945,Completed,1/10/2023 16:59,Kings Langley,NSW,2147,Mastercard prepaid card,0,10.89,Local Pick-Up Only,0,11.98,1,1,4.53
"Oase BioMaster 350 Canister Filter (350L, 1100L/h)",Filters > Canister Filters,Oase,91946,Completed,1/10/2023 17:45,SYDNEY,NSW,2031,Amex credit card,0,477.27,Free Shipping over $150,0,525,1,1,477.27
Hanna - Phosphorus ULR Checker HI736,Test Kits,Hanna Instruments,91947,Completed,1/10/2023 18:11,Scamander,TAS,7215,Mastercard debit card,0,105,Flat rate,9.5,125,1,1,90
Hanna - Phosphorus ULR Reagents HI736-25,Test Kits,Hanna Instruments,91947,Completed,1/10/2023 18:11,Scamander,TAS,7215,Mastercard debit card,0,105,Flat rate,9.5,125,2,1,15
Fluval Plant  Shrimp Stratum 8kg,"Heavy & Bulky, Substrates > Plant Substrate",Fluval,91949,Completed,1/10/2023 18:42,Seville Grove,WA,6112,"Zip now, pay later",0,109.05,Flat rate,40,159.96,1,2,54.53
StripGlo Marine LED Reflector 120cm 29.5W,Lighting > Marine Lighting,Aqua One,91951,Completed,1/10/2023 19:01,St marys,NSW,2760,Afterpay,0,144.55,Local Pick-Up Only,0,159,1,1,144.55
Aquaforest Calcium 3500g,Chemicals > Marine Supplements,Aquaforest,91953,Completed,1/10/2023 19:15,Gisborne,VIC,3437,PayPal / Credit Card / Debit Card,42.58,217.27,Free Shipping over $150,0,192.15,4,1,42.99
Aquaforest Magnesium 4000g,Chemicals > Marine Supplements,Aquaforest,91953,Completed,1/10/2023 19:15,Gisborne,VIC,3437,PayPal / Credit Card / Debit Card,42.58,217.27,Free Shipping over $150,0,192.15,1,1,48.44
Aquaforest Reef Mineral Salt 5000g,Chemicals > Marine Supplements,Aquaforest,91953,Completed,1/10/2023 19:15,Gisborne,VIC,3437,PayPal / Credit Card / Debit Card,42.58,217.27,Free Shipping over $150,0,192.15,2,1,45.72
Aqua One Filter Pipe Cleaner 3 Brush Set,Accessories > Hose cleaner,Aqua One,91954,Completed,1/10/2023 19:26,Glen Iris,VIC,3146,Mastercard debit card,0,14.51,Flat rate,9.5,25.47,2,1,7.26
Aqua One Carbon Cartridge 2pk 55c,Filters > Replacement Media/Cartridge,Aqua One,91954,Completed,1/10/2023 19:26,Glen Iris,VIC,3146,Mastercard debit card,0,14.51,Flat rate,9.5,25.47,1,1,7.25
StripGlo Tropical LED Reflector 90cm 29.5W,Lighting > Freshwater Lighting,Aqua One,91983,Completed,2/10/2023 7:51,KANWAL,NSW,2259,PayPal / Credit Card / Debit Card,0,109.09,Flat rate,9.5,129.5,1,1,109.09
Aqua One Carbon Cartridge 510 2C,Filters > Replacement Media/Cartridge,Aqua One,91984,Completed,2/10/2023 10:31,Cromer,NSW,2099,Mastercard debit card,0,44.48,Flat rate,9.5,58.43,1,7,6.35
Blood Red Parrot Plus Medium - 600g,Fish Food > Freshwater,Hikari,91985,Completed,2/10/2023 12:36,Kellyville Ridge,NSW,2155,PayPal / Credit Card / Debit Card,0,47.23,Local Pick-Up Only,0,51.95,1,1,47.23
Fluval Ribbed Hosing for 106/107  206/207 2.5m,Spare Parts,Fluval,91986,Completed,2/10/2023 13:40,Bathurst,NSW,2795,Mastercard credit card,0,26.35,Flat rate,9.5,38.48,1,1,26.35
Aqua One Carbon Cartridge 850 4C,Filters > Replacement Media/Cartridge,Aqua One,91987,Completed,2/10/2023 13:52,Indooroopilly,QLD,4068,PayPal / Credit Card / Debit Card,0,46.34,Flat rate,9.5,60.47,1,3,15.45
Aqua One Aquis 750 Series II Canister Filter 650L/Hr,"Filters > Canister Filters, Heavy & Bulky",Aqua One,91990,Completed,2/10/2023 18:03,Watson,ACT,2602,Visa debit card,0,140,Flat rate,40,194,1,1,140
Eheim Twin Auto Fish Feeder Unit,Automatic Feeder,Eheim,91991,Completed,2/10/2023 18:28,Kelso,NSW,2795,humm,0,208.16,Free Shipping over $150,0,228.98,1,1,208.16
Red Sea ReefMat - ReefMat 500,,,91992,Completed,2/10/2023 19:15,Waterloo,NSW,2017,Mastercard debit card,0,544.55,Flat rate,40,639,1,1,544.55
Dennerle Shrimp King Complete 45g,Fish Food > Shrimp Food,Dennerle,91995,Completed,2/10/2023 22:58,Annandale,QLD,4814,PayPal / Credit Card / Debit Card,0,49.09,Flat rate,9.5,63.5,1,2,24.55
Aqua One Lifestyle 127 LED Light Unit (52044-L),Spare Parts,Aqua One,91996,Completed,2/10/2023 23:00,Baldivis,WA,6171,PayPal / Credit Card / Debit Card,4.54,108.18,Flat rate,9.5,123.5,1,1,103.64
Chihiros Clear Hose 12/16mm,Accessories > Hose & Tubing,Chihiros,91997,Completed,2/10/2023 23:35,Cannon Hill,QLD,4170,Credit or debit cards (via PayPal),0,77.28,Flat rate,9.5,94.5,2,1,13.64
CO2Art Inline CO2 Diffuser 12/16mm,co2 > Diffuser,co2 Art,91997,Completed,2/10/2023 23:35,Cannon Hill,QLD,4170,Credit or debit cards (via PayPal),0,77.28,Flat rate,9.5,94.5,1,1,63.64
Nyos TORQ Gen 2 Reactor Dock,Reactors > Media Reactors,Nyos,91998,Completed,3/10/2023 1:22,WINGFIELD,SA,5013,humm,0,279.08,Free Shipping over $150,0,307,1,1,135.45
Nyos TORQ Reactor Body 0.75,Reactors > Media Reactors,Nyos,91998,Completed,3/10/2023 1:22,WINGFIELD,SA,5013,humm,0,279.08,Free Shipping over $150,0,307,2,1,108.18
Aquaforest Zeo Mix 5000ml,Chemicals > Marine Supplements,Aquaforest,91999,Completed,3/10/2023 1:51,WINGFIELD,SA,5013,Afterpay,0,62.73,Local Pick-Up Only,0,69,1,0,62.73
Red Sea Salt 7kg Bucket,Marine Salts,Red Sea,92043,Completed,3/10/2023 15:41,Kandos,NSW,2848,humm,0,48.18,Flat rate,9.5,62.5,1,1,48.18
Aqua One Lifestyle 21 LED Light Unit (52040-L),Spare Parts,Aqua One,92044,Completed,3/10/2023 16:07,St Ives,NSW,2075,Mastercard debit card,0,59.09,Flat rate,9.5,74.5,1,1,59.09
Eheim Thermocontrol e 50W Heater 23cm (25 - 60L),Heaters,Eheim,92045,Completed,3/10/2023 16:57,officer,VIC,3809,PayPal / Credit Card / Debit Card,0,289.08,Free Shipping over $150,0,317.99,2,1,82.73
Fluval EDGE PreFilter Sponge,Filters > Replacement Media/Cartridge,Fluval,92045,Completed,3/10/2023 16:57,officer,VIC,3809,PayPal / Credit Card / Debit Card,0,289.08,Free Shipping over $150,0,317.99,4,1,7.26
Fluval C2 Hang On Power Filter 450Lh 115L,Filters > Hang On Filters,Fluval,92045,Completed,3/10/2023 16:57,officer,VIC,3809,PayPal / Credit Card / Debit Card,0,289.08,Free Shipping over $150,0,317.99,3,1,62.73
Aqua Medic Ozone Generator - 400,,,92046,Completed,3/10/2023 17:41,Park Avenue,QLD,4701,PayPal / Credit Card / Debit Card,4.55,372.73,Free Shipping over $150,0,405,1,1,368.18
Aqua One Lifestyle 52 LED Light Unit (52042-L),Spare Parts,Aqua One,92047,Completed,3/10/2023 20:25,Graceville,QLD,4075,Mastercard credit card,0,80.91,Flat rate,9.5,98.5,1,1,80.91
Sinking Wafers - 110g,,Hikari,92048,Completed,3/10/2023 22:10,Haymarket,NSW,2000,PayPal / Credit Card / Debit Card,0,87.26,Flat rate,9.5,105.48,2,1,13.62
Dennerle Shrimp King Mineral- Mineral Food Sticks for Shrimps,Fish Food > Shrimp Food,Dennerle,92048,Completed,3/10/2023 22:10,Haymarket,NSW,2000,PayPal / Credit Card / Debit Card,0,87.26,Flat rate,9.5,105.48,1,3,24.55
Red Sea Aquarium Net Cover 60cm x 60cm,"Accessories > Mesh Covers, Net Cover",Red Sea,92074,Completed,4/10/2023 6:23,Wyong,NSW,2259,PayPal / Credit Card / Debit Card,0,63.64,Flat rate,9.5,79.5,1,1,63.64
Maxspect Gyre 300-Series Cloud Edition - XF330CE Twin Pack Set,,,92075,Completed,4/10/2023 7:02,Mermaid Waters,QLD,4218,Mastercard debit card,0,874.42,Free Shipping over $150,0,961.86,1,1,874.42
Aquaforest Magnesium 750g,Chemicals > Marine Supplements,Aquaforest,92078,Completed,4/10/2023 15:18,Portland,NSW,2847,PayPal / Credit Card / Debit Card,0,49.1,Flat rate,9.5,63.5,2,1,14.55
Aquaforest Phosphate Minus - 1000ml,,Aquaforest,92078,Completed,4/10/2023 15:18,Portland,NSW,2847,PayPal / Credit Card / Debit Card,0,49.1,Flat rate,9.5,63.5,1,1,34.55
Hanna - Phosphate LR Checker HI713,Test Kits,Hanna Instruments,92079,Completed,4/10/2023 18:39,Harrietville,VIC,3741,Visa credit card,0,95.91,Flat rate,9.5,115,2,1,80.91
Hanna - Phosphate LR Reagent HI713-25,Test Kits,Hanna Instruments,92079,Completed,4/10/2023 18:39,Harrietville,VIC,3741,Visa credit card,0,95.91,Flat rate,9.5,115,1,1,15
Red Sea Reef Dose 4,Dosers,Red Sea,92080,Completed,4/10/2023 19:04,MacMasters Beach,NSW,2251,Visa debit card,4.55,1184.54,Flat rate,40,1338,3,1,567.27
Red Sea Reef Dose Accesory Kit Red/Yellow,Dosers,Red Sea,92080,Completed,4/10/2023 19:04,MacMasters Beach,NSW,2251,Visa debit card,4.55,1184.54,Flat rate,40,1338,4,1,46.36
T Controller Twin,"Chillers, Heaters, Heavy & Bulky, Monitoring",Aqua Medic,92082,Completed,4/10/2023 20:34,NORTH RICHMOND,NSW,2754,Afterpay,5.527273,154.55,Local Pick-Up Only,0,163.92,1,1,149.02
Sera Vipan Nature Large Flakes 210G/1L,Fish Food > Freshwater,Sera,92083,Completed,4/10/2023 21:27,Narre Warren,VIC,3805,PayPal / Credit Card / Debit Card,0,81.76,Flat rate,9.5,99.44,1,3,27.25
Maxspect Jump Gyre Flow Pump 4K,Wavemakers,Maxspect,92084,Completed,4/10/2023 21:38,Maryborough,QLD,4650,Mastercard debit card,0,435.42,Free Shipping over $150,0,478.96,1,1,344.55
Seachem Stability - 250ml,,,92084,Completed,4/10/2023 21:38,Maryborough,QLD,4650,Mastercard debit card,0,435.42,Free Shipping over $150,0,478.96,3,1,33.62
Seachem Stability - 500ml,,,92084,Completed,4/10/2023 21:38,Maryborough,QLD,4650,Mastercard debit card,0,435.42,Free Shipping over $150,0,478.96,2,1,57.25
Aqua One Air Line Soft Tubing Smoke Colour / meter,Aeration > Air Accessories,Aqua One,92085,Completed,4/10/2023 22:13,Park Ridge,QLD,4125,Mastercard credit card,0,152.72,Free Shipping over $150,0,168,2,12,1.36
Aqua One Flexible Air Curtain 90cm,Aeration > Air Stones,Aqua One,92085,Completed,4/10/2023 22:13,Park Ridge,QLD,4125,Mastercard credit card,0,152.72,Free Shipping over $150,0,168,3,3,9.09
Pond One O2plus 4000 Air Machine,Pond > Air Pump,Aqua One,92085,Completed,4/10/2023 22:13,Park Ridge,QLD,4125,Mastercard credit card,0,152.72,Free Shipping over $150,0,168,1,1,109.09
Blade Grow Coral - 39in,,,92086,Completed,4/10/2023 23:17,Welshpool,WA,6106,Visa debit card,0,1524.51,Free Shipping over $150,0,1676.96,3,1,503.62
Blade Glow Actinic - 39in,,,92086,Completed,4/10/2023 23:17,Welshpool,WA,6106,Visa debit card,0,1524.51,Free Shipping over $150,0,1676.96,2,1,713.62
Blade Hybrid Mount Kit,Lighting > Stands / Mounts / Hanging Kits / Cables,AI Aqua illumination,92086,Completed,4/10/2023 23:17,Welshpool,WA,6106,Visa debit card,0,1524.51,Free Shipping over $150,0,1676.96,1,2,153.64
Hanna - Alkalinity (dKH) Checker HI772,Test Kits,Hanna Instruments,92087,Completed,4/10/2023 23:22,Clarence Gardens,SA,5039,Mastercard credit card,4.55,189.09,Free Shipping over $150,0,203,1,1,79.39
Hanna - Phosphate ULR Checker HI774,Test Kits,Hanna Instruments,92087,Completed,4/10/2023 23:22,Clarence Gardens,SA,5039,Mastercard credit card,4.55,189.09,Free Shipping over $150,0,203,2,1,79.39
Hanna -  Nitrate HR Reagents HI782-25,Test Kits,Hanna Instruments,92087,Completed,4/10/2023 23:22,Clarence Gardens,SA,5039,Mastercard credit card,4.55,189.09,Free Shipping over $150,0,203,3,1,25.76
Aquario - Neo CO2 Diffuser Normal Special M,co2 > Diffuser,Aquario,92088,Completed,5/10/2023 3:19,Charles Darwin University,NT,0815,Mastercard credit card,0,19.98,Flat rate,9.5,31.48,1,1,19.98
LifeStyle 190 Complete Glass Aquarium - Black Cabinet,,Aqua One,92122,Completed,5/10/2023 8:39,Berowra Heights,NSW,2082,Amex credit card,0,245.45,Local Pick-Up Only,0,270,1,1,245.45
Smart ATO Lite G2,"Automatic Top Up Systems, New Arrivals",AutoAqua,92123,Completed,5/10/2023 10:46,PORT KENNEDY,WA,6172,Afterpay,0,131.82,Flat rate,9.5,154.5,1,1,131.82
Aqua One Air Line Control Valve 2pk,Aeration > Air Accessories,Aqua One,92124,Completed,5/10/2023 10:57,Holsworthy,NSW,2173,Visa debit card,0,73.04,Flat rate,9.5,89.85,3,1,3.18
CO2Art - Bazooka Flux CO2 diffuser Small - Below 250L,co2 > Diffuser,co2 Art,92124,Completed,5/10/2023 10:57,Holsworthy,NSW,2173,Visa debit card,0,73.04,Flat rate,9.5,89.85,1,1,35.45
ADA Check Valve,"Accessories, New Arrivals",ADA,92124,Completed,5/10/2023 10:57,Holsworthy,NSW,2173,Visa debit card,0,73.04,Flat rate,9.5,89.85,4,2,12.68
ADA Nature Aquarium Pressure Resistant Tube for CO2 2m - Clear,,,92124,Completed,5/10/2023 10:57,Holsworthy,NSW,2173,Visa debit card,0,73.04,Flat rate,9.5,89.85,2,1,9.05
Aqua One Glass Thermometer,Heaters,Aqua One,92125,Completed,5/10/2023 12:50,St Helens Park,NSW,2560,Afterpay,4.545455,1270.64,Local Pick-Up Only,0,1392.7,4,8,3.35
Chihiros WRGB Series 2 LED Black 90-110cm,Lighting > Freshwater Lighting,Chihiros,92125,Completed,5/10/2023 12:50,St Helens Park,NSW,2560,Afterpay,4.545455,1270.64,Local Pick-Up Only,0,1392.7,1,2,480.64
Fluval 2in1 Digital Aquarium Thermometer,Accessories,Fluval,92125,Completed,5/10/2023 12:50,St Helens Park,NSW,2560,Afterpay,4.545455,1270.64,Local Pick-Up Only,0,1392.7,3,1,23.35
Fluval T100 Electronic Aquarium Heater 100W,"Heaters, New Arrivals",Fluval,92125,Completed,5/10/2023 12:50,St Helens Park,NSW,2560,Afterpay,4.545455,1270.64,Local Pick-Up Only,0,1392.7,2,6,42.44
CO2Art Pro SE - CO2 Dual Stage Regulator with Solenoid SE W21,co2 > Regulators & Solenoids,co2 Art,92128,Completed,5/10/2023 22:46,Langwarrin,VIC,3910,Visa debit card,0,263.64,Free Shipping over $150,0,290,1,1,263.64
Red Sea Aquarium Net Cover 60cm x 60cm,"Accessories > Mesh Covers, Net Cover",Red Sea,92129,Completed,5/10/2023 22:52,Figtree,NSW,2525,Mastercard debit card,0,78.14,Flat rate,9.5,95.45,2,1,63.64
Red Sea Aquarium Net Cover Universal Cut Out Kit,"Accessories > Mesh Covers, Net Cover",Red Sea,92129,Completed,5/10/2023 22:52,Figtree,NSW,2525,Mastercard debit card,0,78.14,Flat rate,9.5,95.45,1,1,14.5
Co2 Art CO2 Drop Checker Solution 15ml,co2 > Checkers,co2 Art,92130,Completed,5/10/2023 22:57,Langwarrin,VIC,3910,Visa debit card,0,90.92,Flat rate,9.5,109.5,3,1,13.64
CO2Art Inline CO2 Diffuser 12/16mm,co2 > Diffuser,co2 Art,92130,Completed,5/10/2023 22:57,Langwarrin,VIC,3910,Visa debit card,0,90.92,Flat rate,9.5,109.5,1,1,63.64
Red Sea KH Coralline Gro 500ml,Chemicals > Marine Supplements,Red Sea,92162,Completed,6/10/2023 9:37,Austral,NSW,2179,Afterpay,0,188.1,Local Pick-Up Only,0,206.91,4,1,24.5
Mantis Bio Filter Blocks - Twin Pack,Filter Media > Biological Media,Mantis,92162,Completed,6/10/2023 9:37,Austral,NSW,2179,Afterpay,0,188.1,Local Pick-Up Only,0,206.91,2,1,54.55
A2f Long Scissors-Straight Blades 25cm,Accessories > Scissors and Tweezers,A2f,92162,Completed,6/10/2023 9:37,Austral,NSW,2179,Afterpay,0,188.1,Local Pick-Up Only,0,206.91,5,1,27.27
Bubble Magus Replacement Roller Paper - M,,,92162,Completed,6/10/2023 9:37,Austral,NSW,2179,Afterpay,0,188.1,Local Pick-Up Only,0,206.91,1,2,21.8
Dymax Mag-Scraper L,"Accessories > Magnet Cleaner, New Arrivals",Dymax,92162,Completed,6/10/2023 9:37,Austral,NSW,2179,Afterpay,0,188.1,Local Pick-Up Only,0,206.91,3,1,38.18
ADA Bamboo Charcoal 1L,"Filter Media > Carbon, New Arrivals",ADA,92163,Completed,6/10/2023 10:49,Putney,NSW,2112,Visa credit card,0,150.64,Free Shipping over $150,0,165.7,6,1,33.59
ADA Bio-Rio - 1L,,,92163,Completed,6/10/2023 10:49,Putney,NSW,2112,Visa credit card,0,150.64,Free Shipping over $150,0,165.7,4,1,23.59
ADA Brighty K - 180ml,,,92163,Completed,6/10/2023 10:49,Putney,NSW,2112,Visa credit card,0,150.64,Free Shipping over $150,0,165.7,1,1,17.23
ADA Clear Water 200ml,"Chemicals > Freshwater Supplements, New Arrivals",ADA,92163,Completed,6/10/2023 10:49,Putney,NSW,2112,Visa credit card,0,150.64,Free Shipping over $150,0,165.7,3,1,22.68
ADA NA Carbon 750ml,"Filter Media > Carbon, New Arrivals",ADA,92163,Completed,6/10/2023 10:49,Putney,NSW,2112,Visa credit card,0,150.64,Free Shipping over $150,0,165.7,5,1,28.14
ADA NA Thermometer J - J-06WH 6mm,,,92163,Completed,6/10/2023 10:49,Putney,NSW,2112,Visa credit card,0,150.64,Free Shipping over $150,0,165.7,2,1,25.41
4 Stage 50GPD Essentials+ RO/DI System,RO/DI & Water Filtering > RO/DI Units,Reef Pure RO Systems,92164,Completed,6/10/2023 12:18,Westlake,QLD,4074,Afterpay,0,319.9,Free Shipping over $150,0,351.89,2,1,309.91
"1/2""Under-Sink To 3/4""Garden Tap Adapter",RO/DI & Water Filtering > Plumbing and Accessories,Reef Pure RO Systems,92164,Completed,6/10/2023 12:18,Westlake,QLD,4074,Afterpay,0,319.9,Free Shipping over $150,0,351.89,1,1,9.99
Red Sea Reefer DC-Skimmers - 300DC,,,92165,Completed,6/10/2023 14:18,WODONGA,VIC,3690,PayPal / Credit Card / Debit Card,0,690.91,Free Shipping over $150,0,760,1,1,690.91
Fluval Plant  Shrimp Stratum 8kg,"Heavy & Bulky, Substrates > Plant Substrate",Fluval,92166,Completed,6/10/2023 14:28,Loftus,NSW,2232,Mastercard credit card,0,109.05,Local Pick-Up Only,0,119.96,1,2,54.53
mV Computer Set,Monitoring,Aqua Medic,92171,Completed,6/10/2023 16:04,Park Avenue,QLD,4701,PayPal / Credit Card / Debit Card,0,635.45,Free Shipping over $150,0,699,1,1,635.45
Aqua One Air Line Control Valve 2pk,Aeration > Air Accessories,Aqua One,92173,Completed,6/10/2023 22:32,Blacktown,NSW,2148,humm,0,86.29,Local Pick-Up Only,0,94.93,5,1,3.18
Aqua One Air Line Soft Tubing Smoke Colour / meter,Aeration > Air Accessories,Aqua One,92173,Completed,6/10/2023 22:32,Blacktown,NSW,2148,humm,0,86.29,Local Pick-Up Only,0,94.93,4,3,1.36
API Leaf Zone 473ml Plant Fertiliser,Chemicals > Freshwater Supplements,API,92173,Completed,6/10/2023 22:32,Blacktown,NSW,2148,humm,0,86.29,Local Pick-Up Only,0,94.93,3,1,25.45
Aqua One Natural Gravel River Sand Australian 10kg,"Substrates > Freshwater Substrate, Heavy & Bulky",Aqua One,92173,Completed,6/10/2023 22:32,Blacktown,NSW,2148,humm,0,86.29,Local Pick-Up Only,0,94.93,1,1,27.25
Bioscape Tropic Air Pump 3000 (50-300L) Twin Outlet,Aeration > Air Pumps,Bioscape,92173,Completed,6/10/2023 22:32,Blacktown,NSW,2148,humm,0,86.29,Local Pick-Up Only,0,94.93,2,1,26.32
Aqua One Lifestyle 52 LED Light Unit (52042-L),Spare Parts,Aqua One,92209,Completed,7/10/2023 9:40,Bushland beach,QLD,4818,Visa debit card,0,80.91,Flat rate,9.5,98.5,1,1,80.91
Aqua One Reflector Mini Touch LED 8W 25-45cm,Lighting > Freshwater Lighting,Aqua One,92211,Completed,7/10/2023 15:23,Elizabeth Grove,SA,5112,Mastercard debit card,0,40.91,Flat rate,9.5,54.5,1,1,40.91
Hanna - Alkalinity (CaC03) Reagents HI755-26,Test Kits,Hanna Instruments,92212,Completed,7/10/2023 16:18,Raglan,NSW,2795,"Zip now, pay later",0,30,Flat rate,9.5,42.5,1,1,15
Hanna - Phosphate ULR Reagents HI774-25,Test Kits,Hanna Instruments,92212,Completed,7/10/2023 16:18,Raglan,NSW,2795,"Zip now, pay later",0,30,Flat rate,9.5,42.5,2,1,15
Red Sea Marine Care Test Kit,Test Kits,Red Sea,92213,Completed,7/10/2023 17:28,Deeragun,QLD,4818,Visa debit card,0,85,Flat rate,9.5,103,1,1,85
"4 Stage Filter Kit "" DI Resin &amp; Single 50GPD Membrane",RO/DI & Water Filtering > Replacement Filters and Media,Reef Pure RO Systems,92249,Completed,8/10/2023 12:48,Seaham,NSW,2324,PayPal / Credit Card / Debit Card,0,114.85,Flat rate,9.5,135.84,1,1,114.85
KHG KH-Guardian Regent,Monitoring,KHG,92251,Completed,8/10/2023 13:16,Bruce,ACT,2617,Mastercard debit card,0,68.16,Flat rate,9.5,84.48,1,1,68.16
Aqua One Carbon Cartridge 300 47C,Filters > Replacement Media/Cartridge,Aqua One,92252,Completed,8/10/2023 13:19,Vermont,VIC,3133,Visa credit card,4.54,22.68,Flat rate,9.5,29.45,1,5,3.63
Aqua Medic Ozone Generator - 250,,,92253,Completed,8/10/2023 13:24,Freeling,SA,5372,Afterpay,0,336.36,Free Shipping over $150,0,370,1,1,336.36
Aqua Medic DC Runner 3.3 controllable pump 3000lph,Return Pumps,Aqua Medic,92254,Completed,8/10/2023 13:28,Malaga,WA,6090,PayPal / Credit Card / Debit Card,0,299.09,Free Shipping over $150,0,329,1,1,299.09
EHEIM - COMPACT ON 2100 PUMP,Return Pumps,Eheim,92256,Completed,8/10/2023 18:01,St.albans,VIC,3021,PayPal / Credit Card / Debit Card,4.55,227.24,Free Shipping over $150,0,244.96,2,1,202.25
Instant Baby Brine Shrimp 20g,Fish Food > Marine,Ocean Nutrition,92256,Completed,8/10/2023 18:01,St.albans,VIC,3021,PayPal / Credit Card / Debit Card,4.55,227.24,Free Shipping over $150,0,244.96,1,1,20.44
MiniReef 215 Marine Set - Black,,Aqua One,92257,Completed,8/10/2023 19:29,Emerton,NSW,2770,Afterpay,0,1135.45,Local Pick-Up Only,0,1249,1,1,1135.45
Aqua One OptiClear Nest 50,Aquariums > Freshwater Aquariums,Aqua One,92258,Completed,8/10/2023 19:56,Katoomba,NSW,2780,PayPal / Credit Card / Debit Card,0,81.82,Local Pick-Up Only,0,90,1,1,81.82
ADA Amazonia II Soil 9L,"Heavy & Bulky, New Arrivals, Substrates > Plant Substrate",ADA,92259,Completed,8/10/2023 19:58,Katoomba,NSW,2780,PayPal / Credit Card / Debit Card,0,125.42,Local Pick-Up Only,0,137.96,1,2,62.71
Ribbed Flexi Hose - 32mm 30cm,,,92260,Completed,8/10/2023 20:15,Waverley,NSW,2024,Mastercard debit card,0,18.18,Flat rate,9.5,29.5,1,1,18.18
Aqua One Carbon Cartridge 2pk 55c,Filters > Replacement Media/Cartridge,Aqua One,92261,Completed,8/10/2023 20:30,Chermside,QLD,4032,Visa credit card,0,14.51,Flat rate,9.5,25.46,1,2,7.25
Red Sea ReefMat FleeceRoll - ReefMat 500,,,92263,Completed,8/10/2023 22:19,Trinity Beach,QLD,4879,Visa debit card,29.44,99.95,Flat rate,9.5,87.06,1,1,23.54
Aquasonic Marine Oodonex - White Spot &amp; Velvet Treatment (Saltwater - Copper Sulphate &amp; Aminacrine Hydrochloride) - 250ml,,Aquasonic,92263,Completed,8/10/2023 22:19,Trinity Beach,QLD,4879,Visa debit card,29.44,99.95,Flat rate,9.5,87.06,3,1,8.97
API Ammonia Test Kit,Test Kits,API,92264,Completed,9/10/2023 4:23,Elanora,QLD,4221,Mastercard credit card,0,91.75,Flat rate,9.5,110.43,2,1,30.91
API gH  kH Test Kit,Test Kits,API,92264,Completed,9/10/2023 4:23,Elanora,QLD,4221,Mastercard credit card,0,91.75,Flat rate,9.5,110.43,3,1,22.71
Aqua One Ammonia Pad Self Cut Filter,Filter Media > Filter Pads,Aqua One,92264,Completed,9/10/2023 4:23,Elanora,QLD,4221,Mastercard credit card,0,91.75,Flat rate,9.5,110.43,5,1,6.35
Quantum Black Beard Remover 500ml,Chemicals > Freshwater Supplements,Quantum,92264,Completed,9/10/2023 4:23,Elanora,QLD,4221,Mastercard credit card,0,91.75,Flat rate,9.5,110.43,1,1,22.71
Nitrite Nitrate Pad Self Cut Filter Pad 25.4 X 45.7cm,Filter Media > Filter Pads,Aqua One,92264,Completed,9/10/2023 4:23,Elanora,QLD,4221,Mastercard credit card,0,91.75,Flat rate,9.5,110.43,4,1,9.07
Fluval Remote Control for FLEX Aquariums,Spare Parts,Fluval,92293,Completed,9/10/2023 12:25,Jindalee,QLD,4074,PayPal / Credit Card / Debit Card,0,14.53,Flat rate,9.5,25.48,1,1,14.53
Bioscape 120 Ultra Clear Aquarium (116L),Aquariums > Freshwater Aquariums,Bioscape,92297,Completed,9/10/2023 16:51,Rosebery,NSW,2018,Visa debit card,0,351,Local Pick-Up Only,0,386.1,1,1,351
Aqua One Micro Pad Self Cut Filter,Filter Media > Filter Pads,Aqua One,92298,Completed,9/10/2023 17:45,Nowra,NSW,2541,PayPal / Credit Card / Debit Card,0,29.95,Flat rate,9.5,42.46,4,1,6.35
Aqua One Carbon Pad Self Cut Filter,Filter Media > Filter Pads,Aqua One,92298,Completed,9/10/2023 17:45,Nowra,NSW,2541,PayPal / Credit Card / Debit Card,0,29.95,Flat rate,9.5,42.46,1,1,9.08
