InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,State,City,Postcode
65054,41368,Red Sea ReefMat - ReefMat 500,1,5/11/2022 11:48,620,0,NSW,Sussex Inlet,2540
65049,11603,Hanna - Phosphate ULR Reagents HI774-25,2,5/11/2022 11:36,16.5,0,VIC,Moorabbin,3189
65049,22336,Hanna -  Nitrate HR Reagents HI782-25,1,5/11/2022 11:36,30,0,VIC,Moorabbin,3189
65049,5377,Hanna - Alkalinity (dKh) Reagents HI772-26,1,5/11/2022 11:36,16.5,0,VIC,Moorabbin,3189
65045,39248,Fluval Aqsky 20 LED Light 99 -130cm 30w suits 120cm tank,1,5/11/2022 5:56,230,1088,NSW,Bass Hill,2197
65038,21034,OCTO Classic 110-S Space Saving Skimmer,1,4/11/2022 20:38,439,0,SA,Sheidow Park,5158
65038,58454,Seachem Impulse 400 Pump AUS (1500L/hour),1,4/11/2022 20:38,125,0,SA,Sheidow Park,5158
65038,38772,Fluval Sea CP1 Circulating Water Pump 1000Lh,1,4/11/2022 20:38,69.98,0,SA,Sheidow Park,5158
65038,19493,Serenity Natural Aragonite Coral Sand 1-2 mm 10kg,1,4/11/2022 20:38,45,0,SA,Sheidow Park,5158
65038,18537,CaribSea Life Rock Shelf Rock - - Full Box - 40lb - 18kg,1,4/11/2022 20:38,289,0,SA,Sheidow Park,5158
65035,39783,Absolute Colour 150g,1,4/11/2022 19:45,32.98,0,NSW,Ballina,2478
65032,17631,Eheim Reducing Connector 16/22 - 12/16mm (4004980),2,4/11/2022 18:22,18.98,0,WA,ST JAMES,6102
65029,9098,Aqua One Carbon Cartridge 510 2C,8,4/11/2022 17:17,6.99,0,NSW,REDHEAD,2290
65023,5737,Red Sea Aquarium Net Cover 180cm x 80cm,1,4/11/2022 13:15,149,0,TAS,Ulverstone,7315
65023,5738,Red Sea Aquarium Net Cover Universal Cut Out Kit,1,4/11/2022 13:15,15.95,0,TAS,Ulverstone,7315
65023,5741,Red Sea Aquarium Net Cover Zig Zag Cut Out 1540mm,1,4/11/2022 13:15,15,0,TAS,Ulverstone,7315
65003,11507,Aqua One Discus Food 110g,1,4/11/2022 1:08,5.32,1087,NSW,Blacktown,2148
65003,11406,Hikari Mysis Shrimp 100g 32 Cubes,1,4/11/2022 1:08,6.31,1087,NSW,Blacktown,2148
65003,11415,Hikari Krill - 100g 32 Cubes,1,4/11/2022 1:08,6.31,1087,NSW,Blacktown,2148
64999,58522,Seachem Flourite Black Sand 7kg,6,3/11/2022 23:49,58.5,0,VIC,Narre Warren North,3804
64999,58518,Seachem Flourite Black 7kg,1,3/11/2022 23:49,59,0,VIC,Narre Warren North,3804
64996,9098,Aqua One Carbon Cartridge 510 2C,5,3/11/2022 20:04,5.99,1086,QLD,Cleveland,4163
64992,12800,Ribbed Flexi Hose - 32mm 50cm,1,3/11/2022 19:04,30,0,QLD,Jimboomba,4280
64989,22447,Aqua One Lifestyle 76 LED Light Unit (52043-L),1,3/11/2022 17:14,99,0,QLD,Canungra,5275
64984,9098,Aqua One Carbon Cartridge 510 2C,7,3/11/2022 15:02,6.99,0,NSW,Auburn,2144
64981,5519,"1/4""Tubing "" 1 Metre "" Red",1,3/11/2022 13:20,3,0,VIC,MOORABBIN,3189
64981,5517,"1/4""Tubing "" 1 Metre "" Blue",1,3/11/2022 13:20,3,0,VIC,MOORABBIN,3189
64981,5522,"1/4""Tubing "" 1 Metre "" White",1,3/11/2022 13:20,3,0,VIC,MOORABBIN,3189
64981,5527,"1/4""Tubing "" 1 Metre "" Yellow",1,3/11/2022 13:20,3,0,VIC,MOORABBIN,3189
64864,38128,Fluval Chi Aquarium OrnamentPlant Large Mountain,1,3/11/2022 7:53,19.98,0,NSW,Ruchmond,2753
64864,22570,Ornament Deep Sea Divers Helmet 16x13cm,1,3/11/2022 7:53,22.98,0,NSW,Ruchmond,2753
64864,11445,Ecoscape Medium Catspaw Tree Purple,1,3/11/2022 7:53,22.98,0,NSW,Ruchmond,2753
64860,27445,Horizon 182 Black Edition 182L 122 W X 37 D X 49+72cm H,1,3/11/2022 7:44,740,0,NSW,Ruchmond,2753
64857,16010,"Aqua One Filter Sock For ReefSys Tanks 180,255 and 326",2,3/11/2022 7:28,14.98,0,WA,Baldivis,6171
64743,9531,API Pond Algaefix 473ml,1,2/11/2022 16:28,36.98,0,QLD,Burnett Heads,4670
64480,19401,"1/4""  Quick Connect To 1/8""Female NPT",4,2/11/2022 14:31,10,0,NSW,Mount Druitt,2770
64480,5519,"1/4""Tubing "" 1 Metre "" Red",1,2/11/2022 14:31,3,0,NSW,Mount Druitt,2770
64438,9201,Aqua One Moray 1300 - Water Pump 1100L/H,1,2/11/2022 12:32,39.99,0,NSW,Castle Hill,2154
64438,47559,Two Little Fishies PhosBan Little Reactor 50,1,2/11/2022 12:32,98.99,0,NSW,Castle Hill,2154
64438,11603,Hanna - Phosphate ULR Reagents HI774-25,1,2/11/2022 12:32,16.5,0,NSW,Castle Hill,2154
64421,9102,Aqua One Carbon Cartridge 850 4C,1,2/11/2022 0:15,16.99,1084,VIC,Bayswater,3153
64417,39783,Absolute Colour 150g,1,1/11/2022 23:28,32.98,0,VIC,ROXBURGH PARK,3064
64413,4983,Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,1,1/11/2022 19:55,109,0,VIC,Doreen,3754
64383,22336,Hanna -  Nitrate HR Reagents HI782-25,1,1/11/2022 16:55,30,0,QLD,Doolandella,4077
64383,5385,Hanna - Phosphorus ULR Reagents HI736-25,1,1/11/2022 16:55,16.5,0,QLD,Doolandella,4077
64377,22433,Aqua One Lifestyle 21 LED Light Unit (52040-L),1,1/11/2022 14:31,65,0,WA,Bassendean,6054
64365,39136,Fluval FLEX Aquarium Kit 123L - Black,2,1/11/2022 11:45,686.5,1083,NSW,Cabramatta,2166
64364,5692,Red Sea Reef Foundation A 500ml,1,1/11/2022 11:44,29,0,NSW,Coffs Harbour,2450
64364,9415,Aqua One Hose 19/25mm - Per Meter,3,1/11/2022 11:44,8,0,NSW,Coffs Harbour,2450
64350,16068,4 Stage 50GPD Nano RO/DI System,1,1/11/2022 9:35,199,0,NSW,Scone,2337
64350,11872,"3/4"" Tap X 3/8"" Quick Connect Adapter",1,1/11/2022 9:35,14.95,0,NSW,Scone,2337
64350,9077,Aqua Ultraviolet Replacement 25w Bulb,1,1/11/2022 9:35,119,0,NSW,Scone,2337
64335,9098,Aqua One Carbon Cartridge 510 2C,3,1/11/2022 8:09,6.99,734,QLD,Bellara,4507
64332,10072,New Life Spectrum Cichlid Pellet 1.0-1.5mm - 600g - Slow Sinking,1,1/11/2022 7:24,51.99,481,NSW,GLENWOOD,2768
64325,10268,LifeStyle 127 Complete Glass Aquarium - White Tank,1,31/10/2022 19:20,460,1082,NSW,Avalon Beach,2107
64325,14849,Eheim Jager Heater 100W,1,31/10/2022 19:20,63.98,1082,NSW,Avalon Beach,2107
64325,9148,Aqua One Glass Heater 25W,1,31/10/2022 19:20,22,1082,NSW,Avalon Beach,2107
64325,9160,Aqua One Digital Thermometer,1,31/10/2022 19:20,3.99,1082,NSW,Avalon Beach,2107
64325,63886,Seachem Prime - 500ml,1,31/10/2022 19:20,59.98,1082,NSW,Avalon Beach,2107
64325,63875,Seachem Stability - 250ml,1,31/10/2022 19:20,36.98,1082,NSW,Avalon Beach,2107
64325,38830,Fluval Nano Aquarium Filter 55L 300Lh,1,31/10/2022 19:20,36.98,1082,NSW,Avalon Beach,2107
64271,39783,Absolute Colour 150g,1,31/10/2022 0:31,32.98,0,VIC,Manor Lakes,3024
64271,10029,New Life Spectrum Thera+A Medium Sinking 2.0-2.5mm 150g,1,31/10/2022 0:31,24.99,0,VIC,Manor Lakes,3024
64268,9017,Aqua One ClearView 100 Hang On Filter,1,30/10/2022 19:53,19,0,NSW,"Warrimoo, 2774,",2774
64265,39248,Fluval Aqsky 20 LED Light 99 -130cm 30w suits 120cm tank,1,30/10/2022 19:24,230,0,WA,Bentley,6102
64265,9035,Aqua One Maxi 101F Internal Filter,1,30/10/2022 19:24,19.98,0,WA,Bentley,6102
64265,9156,Aqua One Glass Heater 200W,2,30/10/2022 19:24,28,0,WA,Bentley,6102
64261,22590,Pond One Pondmaster 1300 Fountain Pump 1100LH 1.4m Mh h head height,1,30/10/2022 17:31,69.98,0,VIC,Upper Ferntree Gully,3156
64258,52251,Red Sea Sump Modification Kit,1,30/10/2022 13:18,21.98,0,NSW,PRESTONS,2170
64252,40654,"Aqua Medic Smart Drift 11.1 Current Pump 16,000L/H",1,29/10/2022 19:58,369.98,332,NSW,Forestville,2087
64247,10670,SICCE Voyager Syncra SILENT 0.5,1,29/10/2022 17:38,51,0,NSW,Willoughby,2068
64243,10046,New Life Spectrum Marine Fish Regular Sinking 1.0-1.5mm 600g,1,29/10/2022 16:50,51.99,1081,ACT,Calwell,2905
64243,11245,Aqua One Heater ThermoSafe 300W 36cm,2,29/10/2022 16:50,39.98,1081,ACT,Calwell,2905
64238,9098,Aqua One Carbon Cartridge 510 2C,5,29/10/2022 9:57,6.99,0,QLD,Salisbury,4107
64238,9088,Aqua One Carbon Cartridge 100 54C,3,29/10/2022 9:57,5.99,0,QLD,Salisbury,4107
64238,37994,Fluval Plant Micro Nutrients Fertilizer 120ML,1,29/10/2022 9:57,10.98,0,QLD,Salisbury,4107
64231,4917,EcoTech Marine VorTech MP40W QD,1,29/10/2022 7:30,675,1080,NSW,Oyster Bay,2225
64227,6259,Flipper Cleaner Max Float,1,29/10/2022 0:29,119.99,0,WA,Willyung,6330
64226,6259,Flipper Cleaner Max Float,1,29/10/2022 0:24,119.99,906,WA,WILLYUNG,6330
64225,6259,Flipper Cleaner Max Float,1,29/10/2022 0:21,119.99,906,WA,WILLYUNG,6330
64181,19877,Aquaforest Calcium 3500g,2,28/10/2022 16:13,59,0,NSW,Saint Marys,2760
64164,3494,"Quantum Reef Essential 1000ml Aragonite A - Calcium, Strontium, Barium",1,28/10/2022 12:04,39.99,0,NSW,BELROSE,2085
64164,3571,Quantum Reef Essentials Bio-Active Carbon 2.5kg - 5 litre,1,28/10/2022 12:04,69.99,0,NSW,BELROSE,2085
64154,20972,OCTO VarioS 4 Water Pump,1,28/10/2022 11:38,449,0,VIC,Coburg,3058
64147,49053,ADA Power Sand Advance M 6L,1,28/10/2022 11:01,120,1070,NSW,Eastwood,2122
64147,39248,Fluval Aqsky 20 LED Light 99 -130cm 30w suits 120cm tank,1,28/10/2022 11:01,230,1070,NSW,Eastwood,2122
64130,5298,AI Aqua illumination Hydra Thirty Two 32 - Black LED Light,2,27/10/2022 20:32,660,0,NSW,Sussex Inlet,2540
64130,5343,Aqua Illumination HMS Single Arm Kit,2,27/10/2022 20:32,149.99,0,NSW,Sussex Inlet,2540
64125,26038,QUANTUM BLACKWATER EXTRACT 250ML,2,27/10/2022 20:29,14.98,1079,NSW,Basin View,2540
64125,29011,Juwel Background Poster RockPlant Scene 60 x 30cm,1,27/10/2022 20:29,13.98,1079,NSW,Basin View,2540
64125,10651,Aqua One Suction Cups Airline 6 Pack,1,27/10/2022 20:29,4.98,1079,NSW,Basin View,2540
64121,16702,Mesh Lid Set To Suit Aquariums Up To 125 X 65cm,1,27/10/2022 19:18,96.69,0,VIC,Melbourne,3000
64036,59710,Airstone Flexible 75cm,1,27/10/2022 15:00,11.95,1078,NSW,Castle Hill,2154
64036,59708,Airstone Flexible 45cm,1,27/10/2022 15:00,9,1078,NSW,Castle Hill,2154
64036,11647,Aqua One 70mm x 15mm Ceramic Air Stone - 2 Pack,1,27/10/2022 15:00,9.98,1078,NSW,Castle Hill,2154
64008,11145,Quantum 5 litres Reef Essential Bio-Enhance,1,27/10/2022 12:22,129.98,41,NSW,Gregory Hills,2557
64005,9150,Aqua One Glass Heater 55W,3,27/10/2022 12:13,23,0,NSW,Quakers Hill,2763
64005,9012,Aqua One Filter Air 60,2,27/10/2022 12:13,10,0,NSW,Quakers Hill,2763
64002,58318,Seachem Phosguard 2L,1,27/10/2022 11:48,70,1077,NSW,Mudgee,2850
64002,41638,Red Sea ReefMat FleeceRoll - ReefMat 1200,1,27/10/2022 11:48,46.98,1077,NSW,Mudgee,2850
64002,4859,EcoTech Marine Coral Glue 30ml,1,27/10/2022 11:48,34.98,1077,NSW,Mudgee,2850
64002,4983,Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,2,27/10/2022 11:48,109,1077,NSW,Mudgee,2850
63995,10148,Economy Pellet Food 3mm 580g Bottle,7,27/10/2022 11:06,14.98,0,NSW,Pelican,2281
63985,23533,CADE Reef S2/F 1500,1,27/10/2022 3:50,4150,0,NSW,Sussex Inlet,2540
63981,19572,Chihiros WRGB 2 Series LED Lighting System- 45cm Black,1,27/10/2022 0:44,312,0,QLD,Kirwan,4817
63979,4983,Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,2,26/10/2022 21:47,109,0,NSW,mudgee,2850
63979,4859,EcoTech Marine Coral Glue 30ml,1,26/10/2022 21:47,34.98,0,NSW,mudgee,2850
63979,58318,Seachem Phosguard 2L,1,26/10/2022 21:47,70,0,NSW,mudgee,2850
63979,41638,Red Sea ReefMat FleeceRoll - ReefMat 1200,1,26/10/2022 21:47,46.98,0,NSW,mudgee,2850
63978,4983,Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,2,26/10/2022 21:43,109,0,NSW,mudgee,2850
63978,4859,EcoTech Marine Coral Glue 30ml,1,26/10/2022 21:43,34.98,0,NSW,mudgee,2850
63978,58318,Seachem Phosguard 2L,1,26/10/2022 21:43,70,0,NSW,mudgee,2850
63978,41638,Red Sea ReefMat FleeceRoll - ReefMat 1200,1,26/10/2022 21:43,46.98,0,NSW,mudgee,2850
63974,9356,Mantis Bio Filter Spheres 2Kg,5,26/10/2022 20:47,59.98,90,NSW,Rutherford,2320
63970,22361,AQUA ONE AQUATICA 240 BLACK,1,26/10/2022 18:03,1049,1076,NSW,banksia,2216
63937,9049,Pond One ClariTec 15000UV,1,26/10/2022 17:04,449,0,NSW,Kahibah,2290
63849,17223,Aquaforest Zeo Mix 5000ml,1,26/10/2022 14:49,69,1075,NSW,Wattle Grove,2173
63849,11792,Aquaforest Phosphate Minus - 5000ml,1,26/10/2022 14:49,165,1075,NSW,Wattle Grove,2173
63849,38821,Fluval Premium Carbon 1.65kg,1,26/10/2022 14:49,35.98,1075,NSW,Wattle Grove,2173
63599,52056,16 Hole Frag Rack Black-Neon Yellow,1,25/10/2022 21:32,38.98,0,NSW,CHAIN VALLEY BAY,2259
63171,9041,Aqua One Maxi 104F Internal Filter,1,25/10/2022 16:43,46,0,SA,Redwood Park,5097
63127,11697,"Black DIN Outlet Nozzle - 20mm, Duckbill",1,24/10/2022 21:55,20,1073,VIC,Coburg,3058
63127,21355,OCTO Elite 150-S Space Saving Skimmer,1,24/10/2022 21:55,1249,1073,VIC,Coburg,3058
63127,19453,"3/4""  Tap Adapter Block To 1/4""Tube Ball Valve",1,24/10/2022 21:55,26,1073,VIC,Coburg,3058
63127,19261,PurePro HF-8367 RO Booster Pump,1,24/10/2022 21:55,200,1073,VIC,Coburg,3058
63123,12800,Ribbed Flexi Hose - 32mm 50cm,1,24/10/2022 21:05,30,0,NSW,MASCOT (NSW),2020
63120,39783,Absolute Colour 150g,2,24/10/2022 20:19,32.98,0,NSW,Glenbrook,2773
63120,8690,Cichlid Excel - Med 250g 5-6mm,1,24/10/2022 20:19,21.98,0,NSW,Glenbrook,2773
63120,18526,Cichlid Bio-Gold Plus - MED 250g,1,24/10/2022 20:19,26.98,0,NSW,Glenbrook,2773
63120,9489,API Stress Coat 473ml,1,24/10/2022 20:19,35,0,NSW,Glenbrook,2773
63117,38944,Fluval Aquasky 20 Bluetooth LED 16w 53-83cm,1,24/10/2022 20:09,179,1072,NSW,Kellyville Ridge,2155
63117,38939,Fluval Aquasky 20 Bluetooth LED 25w 83.5-106.5cm,2,24/10/2022 20:09,219,1072,NSW,Kellyville Ridge,2155
63111,5377,Hanna - Alkalinity (dKh) Reagents HI772-26,1,24/10/2022 19:45,16.5,0,NSW,Kanwal,2259
63111,5567,Red Sea Calcium Pro Test Kit,1,24/10/2022 19:45,64,0,NSW,Kanwal,2259
63111,4291,Aquaforest Magnesium Test Kit,1,24/10/2022 19:45,31,0,NSW,Kanwal,2259
63107,41369,Red Sea ReefMat - ReefMat 1200,1,24/10/2022 19:25,700,0,NSW,Terrigal,2260
63093,18532,CaribSea Life Rock - Shapes 20lb 9.1kg,1,24/10/2022 14:11,159,0,NSW,Blacktown,2148
63047,41300,Aquaforest Life Source 250g,1,24/10/2022 9:30,30,0,QLD,Burleigh Waters,4220
63033,53102,Dymax Cichlid Premium 560g Sinking Pellets,1,24/10/2022 7:53,41,1071,QLD,BROWNS PLAINS,4118
63029,5375,Hanna - Alkalinity (dKH) Checker HI772,1,24/10/2022 6:53,89,412,QLD,Coomera,4209
63029,61658,Hanna - Marine Magnesium Checker HC Handheld Colorimeter - HI783,1,24/10/2022 6:53,108,412,QLD,Coomera,4209
63029,11605,Hanna - PH Checker HI780,1,24/10/2022 6:53,99,412,QLD,Coomera,4209
63026,5737,Red Sea Aquarium Net Cover 180cm x 80cm,1,24/10/2022 0:39,149,288,NSW,Spring Farm,2570
63026,19229,Two Little Fishies Feeder Mag,1,24/10/2022 0:39,28,288,NSW,Spring Farm,2570
63022,12756,SeaTorch Filter Bag Holders - LJ-200,1,24/10/2022 0:28,108,0,WA,Carramar,6031
63019,39783,Absolute Colour 150g,1,23/10/2022 22:51,32.98,0,WA,Piara waters,6112
63019,44449,Sera Granugreen Nature,1,23/10/2022 22:51,13.49,0,WA,Piara waters,6112
63016,17658,Eheim Double Tap 4007410 25/34mm,1,23/10/2022 21:29,159.98,0,NSW,Guildford,2161
63016,17490,EHEIM - COMPACT ON 3000 PUMP,1,23/10/2022 21:29,334.98,0,NSW,Guildford,2161
63012,22447,Aqua One Lifestyle 76 LED Light Unit (52043-L),1,23/10/2022 20:47,99,0,QLD,Beenleigh,4207
63012,30679,"AQUA ONE CARBON CARTRIDGE 168C - 3 PACK (#25168C) - LIFESTYLE 127, 157 &amp; 190",1,23/10/2022 20:47,22.98,0,QLD,Beenleigh,4207
63008,5581,Red Sea Coral Pro Salt 22kg Bucket,1,23/10/2022 19:54,145.31,1036,NSW,maryville,2293
63008,11296,Two Little Fishies Revive Coral Cleaner 500ml,1,23/10/2022 19:54,21.32,1036,NSW,maryville,2293
63008,6259,Flipper Cleaner Max Float,1,23/10/2022 19:54,118.32,1036,NSW,maryville,2293
63004,4314,Aquaforest Fish V 10ml,1,23/10/2022 16:22,25.98,0,VIC,Doreen,3754
63000,51862,Fauna Marin Dino X 500ml,1,23/10/2022 16:16,88.98,383,NSW,Wahroonga,2076
62990,19695,CO2Art - Bazooka Flux CO2 diffuser Small - Below 250L,2,23/10/2022 1:13,39,0,VIC,Southbank,3006
62986,22560,opticlear low profile rectangle 120cm 108L,1,22/10/2022 22:28,214,1070,NSW,Eastwood,2122
62980,53856,Dymax Crystal Lily Pipe Set - 16/22mm,1,22/10/2022 21:52,85,0,NSW,Darling Point,2027
62980,19720,Co2 Art 8 High Quality Suction Cup for Tubing 6/4 mm And Glass Equipment,1,22/10/2022 21:52,14,0,NSW,Darling Point,2027
62980,34630,Aquario - Neo CO2 Diffuser Normal Special L,1,22/10/2022 21:52,28.98,0,NSW,Darling Point,2027
62976,18532,CaribSea Life Rock - Shapes 20lb 9.1kg,2,22/10/2022 20:41,159,0,NSW,North Willoughby,2068
62976,19493,Serenity Natural Aragonite Coral Sand 1-2 mm 10kg,3,22/10/2022 20:41,45,0,NSW,North Willoughby,2068
62972,10852,Klir Fleece Filter Di-4 V2.0,1,22/10/2022 19:52,589,0,QLD,ROMA;QLD,4455
62969,6259,Flipper Cleaner Max Float,1,22/10/2022 17:24,119.99,294,NSW,Liverpool,2170
62965,17430,Eheim Everyday Feeder Auto Fish Feeder,1,22/10/2022 16:34,112.98,0,VIC,Sunbury,3429
62965,8409,Vitalis Marine Pellets 1mm 140g,1,22/10/2022 16:34,34.98,0,VIC,Sunbury,3429
62959,12756,SeaTorch Filter Bag Holders - LJ-200,1,22/10/2022 13:45,108,1069,QLD,Parkwood,4214
62959,10673,SICCE Voyager Syncra SILENT 1.5,1,22/10/2022 13:45,77,1069,QLD,Parkwood,4214
62955,5735,Red Sea Aquarium Net Cover 60cm x 60cm,1,22/10/2022 13:07,65,1068,QLD,Cooroy,4563
62951,3543,Quantum 500ml Reef Essential Bio-Enhance,1,22/10/2022 12:23,34.99,0,VIC,Plenty,3090
62946,38879,Fluval FLEX 57L Curved Aquarium Stand - White,1,22/10/2022 9:13,159,0,NSW,Cammeray,2062
62942,19872,Aquaforest KH Buffer 5000g,1,22/10/2022 1:17,57,1067,NSW,Stanhope Gardens,2768
62936,4981,Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,1,21/10/2022 21:00,109,475,NSW,Blaxland,2774
62936,11403,Nutris Mysis shrimp 100g,1,21/10/2022 21:00,6.99,475,NSW,Blaxland,2774
62932,22421,Aqua One HFX 200 Hang On Filter 600L/HR,1,21/10/2022 19:57,50,0,WA,Yanchep,6035
62929,6259,Flipper Cleaner Max Float,1,21/10/2022 19:54,119.99,0,QLD,The Gap,4061
62921,22565,Ornament Baby Sea Turtle 8x6.3x7cm,1,21/10/2022 17:23,14.98,0,NSW,Gorokan,2263
62921,21184,Crashed Biplane,1,21/10/2022 17:23,15,0,NSW,Gorokan,2263
62912,22590,Pond One Pondmaster 1300 Fountain Pump 1100LH 1.4m Mh h head height,1,21/10/2022 16:21,69.98,1066,NSW,Morisset,2264
62898,22433,Aqua One Lifestyle 21 LED Light Unit (52040-L),1,21/10/2022 14:01,65,0,QLD,TAMBORINE MOUNTAIN,4272
62877,59752,Spectra Aqua Knight V2 LED Reeef Aquarium Light 36w,1,21/10/2022 12:21,145,1065,QLD,Drewvale,4116
62877,10660,SICCE Voyager NANO 1000,1,21/10/2022 12:21,59.98,1065,QLD,Drewvale,4116
62873,22447,Aqua One Lifestyle 76 LED Light Unit (52043-L),1,21/10/2022 12:14,99,0,VIC,Williams Landing,3027
62866,10076,New Life Spectrum Grow Fry Starter Powder 60g - 200-300 micron,1,21/10/2022 11:45,17.99,1064,SA,Whyalla Stuart,5608
62851,9121,AquaClear 30 Carbon Insert,4,21/10/2022 8:33,4.5,1062,VIC,Broadford,3658
62851,9119,AquaClear 30 Biomax,1,21/10/2022 8:33,6.5,1062,VIC,Broadford,3658
62851,9123,AquaClear 30 Foam Block,1,21/10/2022 8:33,4.5,1062,VIC,Broadford,3658
62851,22575,Ornament Ruined Castle Large 12x11x21cm (pink),1,21/10/2022 8:33,35.48,1062,VIC,Broadford,3658
62851,22644,Silk Plant Amazon Sword W Gravel Base L,2,21/10/2022 8:33,17.48,1062,VIC,Broadford,3658
62851,8996,Aqua One Air Stone 2.5cm 2pk,1,21/10/2022 8:33,2.5,1062,VIC,Broadford,3658
62848,22336,Hanna -  Nitrate HR Reagents HI782-25,1,21/10/2022 7:42,30,391,NSW,Manly,2095
62848,11603,Hanna - Phosphate ULR Reagents HI774-25,1,21/10/2022 7:42,16.5,391,NSW,Manly,2095
62848,24582,Red Sea Salt 4kg Bag 120ltr,1,21/10/2022 7:42,34.98,391,NSW,Manly,2095
62845,11254,Chemiclean Red Slime Cyano Bacteria Remover 2g treats 1135 litres,1,20/10/2022 20:53,28.98,0,VIC,Eaglehawk,3556
62810,9090,Aqua One Carbon Cartridge 126 380 1C,5,20/10/2022 12:16,10.99,1063,NSW,Coffs Harbour,2450
62797,11850,CO2Art Pro SE - CO2 Dual Stage Regulator with Solenoid SE W21,1,20/10/2022 9:45,250,0,QLD,Clinton,4680
62783,11305,"Waterbox 2.75"" Filter Sock 225 Micron Felt",3,19/10/2022 23:20,22,0,WA,PORT KENNEDY,6172
62779,44534,Sera Insect Nature 400g/1L,1,19/10/2022 22:36,32.99,0,WA,Yokine,6060
62775,20861,Maxspect Jump Gyre Flow Pump 4K,1,19/10/2022 21:33,379,0,QLD,Sunnybank,4109
62770,14311,Bioscape Tropic Clearview Desktop Aquarium 13L,1,19/10/2022 18:26,99.98,0,NSW,Woolooware,2230
62770,10649,Aqua One Nano Plastic Preset Heater 25W (15045),1,19/10/2022 18:26,24.99,0,NSW,Woolooware,2230
62761,22439,Aqua One Lifestyle 52 LED Light Unit (52042-L),1,19/10/2022 14:11,89,0,WA,Leda,6170
62744,18903,4 Stage 50GPD Essentials RO/DI System,1,19/10/2022 9:46,264,0,SA,Sheidow Park,5158
62729,9569,20kg Pacific Coral Aragonite Sand Fine,2,19/10/2022 8:24,79.99,0,ACT,KINGSTON,2604
62726,11658,Wacker 121 Black Aquarium Professional Silicone Sealant,2,19/10/2022 7:01,24.99,0,VIC,Ringwood East,3135
62722,4404,Aquaforest Pro Bio S - 10ml,1,19/10/2022 6:31,15,0,NSW,Milperra,2214
62719,39858,Ribbed Flexi Hose - 32mm 30cm,1,19/10/2022 5:22,20,618,NSW,Raymond Terrace,2324
62716,44078,Bioscape 45cm Ultra Clear Glass Aquarium Tank  45x24x25,1,18/10/2022 18:27,98.98,0,VIC,Malvern East,3145
62702,13491,Coral Cane,2,18/10/2022 12:05,34.99,0,NSW,Blaxland,2774
62702,11590,CORAL ESSENTIALS BLACK LABEL 15ml TRIPLE PACK,1,18/10/2022 12:05,119.99,0,NSW,Blaxland,2774
62698,27445,Horizon 182 Black Edition 182L 122 W X 37 D X 49+72cm H,1,18/10/2022 12:03,740,0,NSW,West Pymble,2073
62679,37965,Fluval Remote Control for FLEX Aquariums,1,17/10/2022 23:31,15.98,0,QLD,Centenary heights,4350
62675,15275,Grey DIN UPVC Pipe Per Metre - 25mm,10,17/10/2022 22:08,5.2,513,NSW,Leppington,2179
62669,22427,Aqua One Lifestyle 127 LED Light Unit (52044-L),1,17/10/2022 20:21,114,1061,ACT,Isabella Plains,2905
62636,3464,Reef Essential Molybdenum 100ml Signature Series,1,17/10/2022 16:38,29.99,0,SA,MOUNT GAMBIER,5290
62636,3460,Reef Essential Fluorine 100ml Signature Series,1,17/10/2022 16:38,29.99,0,SA,MOUNT GAMBIER,5290
62636,3468,Reef Essential Manganese 100ml Signature Series,1,17/10/2022 16:38,29.99,0,SA,MOUNT GAMBIER,5290
62636,3471,Reef Essential Vanadium 100ml Signature Series,1,17/10/2022 16:38,29.99,0,SA,MOUNT GAMBIER,5290
62636,3453,Reef Essential Boron 100ml Signature Series,1,17/10/2022 16:38,29.99,0,SA,MOUNT GAMBIER,5290
62636,3478,Reef Essential Bromine 100ml Signature Series,1,17/10/2022 16:38,29.99,0,SA,MOUNT GAMBIER,5290
62636,3449,Reef Essential Lithium 100ml Signature Series,1,17/10/2022 16:38,29.99,0,SA,MOUNT GAMBIER,5290
62617,12102,Airstone LED Colour Changing 45cm,1,17/10/2022 10:50,36.5,948,NSW,Baulkham Hills,2153
62617,38949,Fluval A Series Air Pump A202 Twin Outlet 300L 180-220Lh,1,17/10/2022 10:50,47.48,948,NSW,Baulkham Hills,2153
62597,17268,Fluval FX6 Giant Filter 3500 LPH,1,17/10/2022 9:18,677.98,0,NSW,Harrington Park,2567
62591,8392,LPS Coral Pellets 50g,1,16/10/2022 19:55,29.99,1038,NSW,Belrose,2085
62591,22336,Hanna -  Nitrate HR Reagents HI782-25,1,16/10/2022 19:55,30,1038,NSW,Belrose,2085
62591,5375,Hanna - Alkalinity (dKH) Checker HI772,1,16/10/2022 19:55,89,1038,NSW,Belrose,2085
62591,5377,Hanna - Alkalinity (dKh) Reagents HI772-26,1,16/10/2022 19:55,16.5,1038,NSW,Belrose,2085
