InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,State,City,Postcode
95599,5735,Red Sea Aquarium Net Cover 60cm x 60cm,1,9/12/2023 22:58,85,0,WA,Ballajura,6066
95598,6255,Flipper Cleaner Standard Float,1,9/12/2023 21:00,78,0,NSW,North Macquarie,2527
95597,38824,Fluval P50 Preset Submersible Heater 50W 155cm 50L,2,9/12/2023 20:42,40,0,ACT,SPENCE,2615
95595,22427,Aqua One Lifestyle 127 LED Light Unit (52044-L),1,9/12/2023 15:05,119,0,QLD,Algester,4115
95594,38928,Fluval Circulation Pump for FLEX 34L,1,9/12/2023 10:24,45,0,VIC,Skye,3977
95593,85888,Fluval T150 Electronic Aquarium Heater 150W,1,8/12/2023 23:32,48.31,1982,VIC,Nyora,3987
95593,12102,Airstone LED Colour Changing 45cm,1,8/12/2023 23:32,37.33,1982,VIC,Nyora,3987
95593,8948,Aqua One Stellar 200,1,8/12/2023 23:32,33.32,1982,VIC,Nyora,3987
95592,59909,Aqua One Focus LP LED Reflector 8.5W - White,2,8/12/2023 21:34,64.88,1947,NSW,seven hills,2147
95591,8954,Aqua One Battery Air 250,2,8/12/2023 21:13,12.98,0,VIC,MILDURA WEST,3500
95589,9098,Aqua One Carbon Cartridge 510 2C,8,8/12/2023 20:26,6.99,0,NSW,Redhead,2290
95588,19692,Co2 Art CO2 Drop Checker Solution 15ml,2,8/12/2023 18:36,16,0,VIC,Doreen,3754
95587,44505,"Sera Pond Colour Sticks, 170g",1,8/12/2023 17:23,18,0,NSW,harrington park,2567
95586,17223,Aquaforest Zeo Mix 5000ml,2,8/12/2023 16:20,69,0,VIC,aintree,3336
95585,91686,Red Sea ReefMat - ReefMat 250,1,8/12/2023 11:38,570,0,NSW,St Ives,2075
95584,8324,Aquaforest Algae Feed L 120g,2,8/12/2023 10:31,24.95,1695,QLD,ascot,4007
95584,4339,Aquaforest Iodum - 50ml,1,8/12/2023 10:31,33,1695,QLD,ascot,4007
95584,4333,Aquaforest Iron - 50ml,1,8/12/2023 10:31,33,1695,QLD,ascot,4007
95584,4520,Aquaforest Kalium - 50ml,1,8/12/2023 10:31,33,1695,QLD,ascot,4007
95584,4345,Aquaforest Strontium - 50ml,1,8/12/2023 10:31,25,1695,QLD,ascot,4007
95568,51825,Flipper Edge,1,8/12/2023 7:53,102,0,NSW,Green valley,2168
95567,16706,Mesh Lid Set To Suit Aquariums Up To 95 X 65cm,1,8/12/2023 7:00,91.98,0,NSW,Singleton,2330
95566,94887,Great White Return Pump - 3000 lph,1,8/12/2023 0:24,184,1980,VIC,Ivanhoe,3079
95565,9423,Aqua One Filter Pipe Cleaner 3 Brush Set,2,7/12/2023 22:01,7.99,0,WA,Bedford,6052
95564,22439,Aqua One Lifestyle 52 LED Light Unit (52042-L),1,7/12/2023 21:48,89,0,QLD,Point Vernon,4655
95563,37866,Fluval HangOn Breeding Box,1,7/12/2023 20:24,32,0,NSW,Banora Point,2486
95558,9171,Teco TK 1000E R290 Aquarium Chiller,1,7/12/2023 17:13,1870,0,NSW,Merrylands,2160
95557,16702,Mesh Lid Set To Suit Aquariums Up To 125 X 65cm,1,7/12/2023 15:18,96.69,0,NSW,Llanarth,2795
95554,27263,Red Sea Reef Dose Accesory Kit Red/Yellow,1,7/12/2023 13:38,52,0,VIC,Cheltenham,3192
95552,19877,Aquaforest Calcium 3500g,1,7/12/2023 12:46,72.35,176,ACT,Fadden,2904
95552,19872,Aquaforest KH Buffer 5000g,1,7/12/2023 12:46,77.35,176,ACT,Fadden,2904
95552,4379,Aquaforest Vitality - 50ml,1,7/12/2023 12:46,46.31,176,ACT,Fadden,2904
95552,4405,Aquaforest Pro Bio S - 50ml,2,7/12/2023 12:46,46.3,176,ACT,Fadden,2904
95552,4859,EcoTech Marine Coral Glue 30ml,1,7/12/2023 12:46,32.34,176,ACT,Fadden,2904
95550,87087,Chihiros WRGBII Slim Bluetooth - 45cm,1,7/12/2023 11:40,178,0,NSW,Kincumber,2251
95543,19579,Chihiros WRGB 30cm Series 2 LED (Bluetooth Controller) Freshwater,1,6/12/2023 21:01,250,0,NSW,Appin,2560
95542,17266,Red Sea Reef Care KH/Alkalinity Foundation B 5ltr,1,6/12/2023 20:01,156.98,1979,VIC,Cranbourne West,3977
95542,5689,Red Sea Reef Foundation A 1L,1,6/12/2023 20:01,43,1979,VIC,Cranbourne West,3977
95542,15442,Red Sea NO3PO4X 500ml,1,6/12/2023 20:01,34.98,1979,VIC,Cranbourne West,3977
95541,9850,Clean Equation M 250ml,1,6/12/2023 19:46,23.99,842,NSW,Oakhurst,2761
95540,5399,Hanna - Salinity Checker HI98319,1,6/12/2023 18:17,134.99,1978,NSW,GREGORY HILLS (NSW),2557
95539,39144,Fluval Flex Marine Aquarium 123L Black,1,6/12/2023 16:47,649,1522,NSW,Sydney,2111
95537,38106,Fluval Colour Enhancing Flakes - 54g,1,6/12/2023 16:11,13,0,QLD,Pimpama,4209
95536,39783,Absolute Colour Boost 150g,2,6/12/2023 14:53,32.98,959,VIC,Clayton South,3169
95536,9515,API Aquarium Salt 1843g,4,6/12/2023 14:53,18,959,VIC,Clayton South,3169
95536,44488,Sera Goldy Gran Nature 320G/1L,1,6/12/2023 14:53,28,959,VIC,Clayton South,3169
95535,63413,ADA Pro Brush - Hard,1,6/12/2023 14:21,84.95,1977,NSW,Dolans Bay,2229
95534,11894,Vortech Driver Bracket,4,6/12/2023 12:05,16.01,872,NSW,Werrington County,2747
95534,39807,Grey DIN UPVC Reducer Coupling - 40mm-&gt;32mm,1,6/12/2023 12:05,6,872,NSW,Werrington County,2747
95534,39806,Grey DIN UPVC Reducer Coupling - 32mm-&gt;25mm,1,6/12/2023 12:05,4,872,NSW,Werrington County,2747
95534,15276,Grey DIN UPVC Pipe Per Metre - 32mm,1,6/12/2023 12:05,7,872,NSW,Werrington County,2747
95534,15275,Grey DIN UPVC Pipe Per Metre - 25mm,1,6/12/2023 12:05,5.2,872,NSW,Werrington County,2747
95534,39858,Ribbed Flexi Hose - 32mm 30cm,1,6/12/2023 12:05,3.02,872,NSW,Werrington County,2747
95534,6013,Grey DIN 90 Degree Elbow - 32mm,2,6/12/2023 12:05,4.8,872,NSW,Werrington County,2747
95534,4865,Ecotech Marine M2 Barb &amp; Screen Kit,1,6/12/2023 12:05,18,872,NSW,Werrington County,2747
95534,92898,Arag-Alive Special Grade Reef 20lb,5,6/12/2023 12:05,41.88,872,NSW,Werrington County,2747
95531,87404,Aqua Medic Ozone Generator - 250,1,6/12/2023 9:44,375,0,NSW,PORT MACQUARIE;NSW,2444
95530,38912,Fluval EDGE 2.0 LED Aquarium  23L - Black,1,6/12/2023 2:08,279.37,1976,NSW,North Kellyville,2155
95530,11419,Bettascape Betta Lily Green,1,6/12/2023 2:08,4.36,1976,NSW,North Kellyville,2155
95530,95148,Com Plant - Thin Lf W/Mar Fl - M 20cm,1,6/12/2023 2:08,12.78,1976,NSW,North Kellyville,2155
95530,22495,Aqua One Natural Gravel River Sand Australian 5kg,1,6/12/2023 2:08,14.35,1976,NSW,North Kellyville,2155
95530,22401,Aqua One Decorative Gravel 5kg Natural Polished Stone Black,1,6/12/2023 2:08,19.35,1976,NSW,North Kellyville,2155
95530,11567,Coarse Fish Net 4 X 3.5in 10 X 8 Cm,1,6/12/2023 2:08,3.36,1976,NSW,North Kellyville,2155
95530,38091,Fluval EDGE Algae Magnet with Retrieval String,1,6/12/2023 2:08,12.36,1976,NSW,North Kellyville,2155
95530,10809,Tropical Betta Soft Line 5g Mini Granules Fish Food,1,6/12/2023 2:08,3.88,1976,NSW,North Kellyville,2155
95528,8301,Aquaforest Tiny Fish Feed 200ML/120G,1,5/12/2023 22:23,18.95,1551,ACT,Braddon,2612
95528,10102,Aquaforest AF Marine Mix M 120g,1,5/12/2023 22:23,24.95,1551,ACT,Braddon,2612
95528,19576,Chihiros Clear Hose 12/16mm,1,5/12/2023 22:23,13,1551,ACT,Braddon,2612
95528,10651,Aqua One Suction Cups Airline 6 Pack,1,5/12/2023 22:23,4.98,1551,ACT,Braddon,2612
95527,22588,Pond One O2plus 4000 Air Machine,1,5/12/2023 21:25,120,0,WA,Bentley,6102
95525,58426,Seachem Glass pH Checker 25mm,1,5/12/2023 16:05,20,1973,QLD,Saint Lucia,4067
95525,53481,Dymax CO2 Professional Regulator RX-123,1,5/12/2023 16:05,260,1973,QLD,Saint Lucia,4067
95525,19692,Co2 Art CO2 Drop Checker Solution 15ml,1,5/12/2023 16:05,16,1973,QLD,Saint Lucia,4067
95525,19711,CO2Art - Bazooka Flux CO2 diffuser Large - Over 250L,1,5/12/2023 16:05,50,1973,QLD,Saint Lucia,4067
95525,63369,ADA Nature Aquarium Pressure Resistant Tube for CO2 2m - Clear,1,5/12/2023 16:05,9.95,1973,QLD,Saint Lucia,4067
95478,39783,Absolute Colour Boost 150g,1,5/12/2023 12:02,32.98,0,VIC,Bannockburn,3331
95470,63476,ADA Wood Tight 10m,1,5/12/2023 1:31,13.95,0,WA,landsdale,6065
95470,63326,ADA Green Brighty Neutral K - 300ml,1,5/12/2023 1:31,25.95,0,WA,landsdale,6065
95470,63370,ADA Nature Aquarium Pressure Resistant Tube for CO2 2m - Black,1,5/12/2023 1:31,11.95,0,WA,landsdale,6065
95470,63468,ADA Superge Glassware Cleaner 300ml,1,5/12/2023 1:31,13.95,0,WA,landsdale,6065
95470,44098,Bioscape LED Landscape Bamboo 9w,1,5/12/2023 1:31,95,0,WA,landsdale,6065
95470,63432,ADA Pro-Pinsettes Grip Type - Grip type M,1,5/12/2023 1:31,89.95,0,WA,landsdale,6065
95469,5340,"Aqua Illumination HMS Rail 48""",1,4/12/2023 22:37,161,0,WA,Bullsbrook,6084
95469,5333,HMS Double Arm Mounting Kit,1,4/12/2023 22:37,149.99,0,WA,Bullsbrook,6084
95468,9008,Aqua One Nautilus 2700UVC,1,4/12/2023 17:37,325,1972,QLD,Gold Coast,4209
95467,22427,Aqua One Lifestyle 127 LED Light Unit (52044-L),1,4/12/2023 17:28,119,0,QLD,Upper Coomera,4209
95449,79443,Blade Grow Coral - 48in,1,4/12/2023 12:59,610,1971,NSW,Wiley Park,2195
95448,58342,Seachem Cichlid Lake Salt 4kg,1,4/12/2023 12:33,139.65,1395,VIC,Parkdale,3195
95448,38195,Fluval 306/307  406/407 Phosphate Remover Pads 6 Pack,4,4/12/2023 12:33,13.62,1395,VIC,Parkdale,3195
95448,38148,Fluval C3 Filter Carbon 3 x 70g,2,4/12/2023 12:33,8.65,1395,VIC,Parkdale,3195
95444,6041,Grey DIN Push In Reducer - 32-25mm,2,4/12/2023 11:03,3,423,QLD,Sippy Downs,4556
95444,6013,Grey DIN 90 Degree Elbow - 32mm,4,4/12/2023 11:03,1.06,423,QLD,Sippy Downs,4556
95444,15276,Grey DIN UPVC Pipe Per Metre - 32mm,2,4/12/2023 11:03,3.26,423,QLD,Sippy Downs,4556
95444,39851,Grey DIN PVC to Soft Tube Connector - 16/25mm,2,4/12/2023 11:03,7.76,423,QLD,Sippy Downs,4556
95444,6055,Grey DIN PVC to Soft Tube Connector - 25/32mm,1,4/12/2023 11:03,11.26,423,QLD,Sippy Downs,4556
95444,6171,White DIN Tee - 32mm,1,4/12/2023 11:03,2.26,423,QLD,Sippy Downs,4556
95439,9092,Aqua One Carbon Cartridge 200 46C,6,3/12/2023 16:36,4.99,0,QLD,Carseldine,4034
95437,9194,Aqua One Dial A Diet Digital Auto Feeder,1,3/12/2023 15:52,49.98,0,NSW,Pymble,2073
95437,9090,Aqua One Carbon Cartridge 126 380 1C,1,3/12/2023 15:52,11.99,0,NSW,Pymble,2073
95436,10215,Aqua One Focus Aquarium 36 Litres - Black,1,3/12/2023 11:56,140,1967,NSW,North Kellyville,2155
95435,38260,Fluval Goldfish Sinking Pellets - 340g,1,3/12/2023 10:04,29,0,QLD,Holloways Beach,4878
95435,8771,Goldfish Staple Baby - 100g,1,3/12/2023 10:04,8.98,0,QLD,Holloways Beach,4878
95434,34661,Aquario - Neo Premium Flow M,1,2/12/2023 22:08,77,1525,NSW,St Helens Park,2560
95434,88823,Aquario Neo Inlet Net M,1,2/12/2023 22:08,15,1525,NSW,St Helens Park,2560
95434,63909,Seachem Matrix - 2L,1,2/12/2023 22:08,42,1525,NSW,St Helens Park,2560
95434,19576,Chihiros Clear Hose 12/16mm,1,2/12/2023 22:08,13,1525,NSW,St Helens Park,2560
95434,63875,Seachem Stability - 250ml,1,2/12/2023 22:08,15,1525,NSW,St Helens Park,2560
95431,66385,Live Copepods 1L,2,2/12/2023 19:33,35,0,VIC,FINGAL,3939
95431,66388,Live Phytoplankton 500ml,4,2/12/2023 19:33,15,0,VIC,FINGAL,3939
95430,18978,Bacter Gen M 2 litres,2,2/12/2023 18:44,93,0,VIC,Aintree,3336
95429,10253,LifeStyle 76 Complete Glass Aquarium - White Cabinet,1,2/12/2023 17:17,200,0,NSW,Menai,2234
95429,10255,LifeStyle 76 Complete Glass Aquarium - White Tank,1,2/12/2023 17:17,299,0,NSW,Menai,2234
95428,38766,Fluval Sea CP4 Circulating Water Pump 5200Lh,2,2/12/2023 16:17,105,1965,NSW,Sanctuary point,2540
95428,63954,Seachem Flourish Excel - 250ml,1,2/12/2023 16:17,13,1965,NSW,Sanctuary point,2540
95427,17539,Power Supply Bracket,2,2/12/2023 7:22,54,1832,NSW,WOONONA,2517
95427,11894,Vortech Driver Bracket,2,2/12/2023 7:22,31.99,1832,NSW,WOONONA,2517
95427,18895,pH Monitor,1,2/12/2023 7:22,219,1832,NSW,WOONONA,2517
95424,22447,Aqua One Lifestyle 76 LED Light Unit (52043-L),1,1/12/2023 10:51,99,0,NSW,Salt Ash,2318
95423,22439,Aqua One Lifestyle 52 LED Light Unit (52042-L),1,1/12/2023 10:41,89,0,NT,darwin,0800
95422,39248,Fluval Aquasky 20 LED Light 99 -130cm 30w suits 120cm tank,1,1/12/2023 8:11,230,1963,VIC,GEELONG WEST,3218
95422,38203,Fluval 3 in 1 Brush Set,1,1/12/2023 8:11,10.95,1963,VIC,GEELONG WEST,3218
95422,37984,Fluval PullThru Hose Brush,1,1/12/2023 8:11,6.98,1963,VIC,GEELONG WEST,3218
95422,29013,Juwel Conexo Underwater Silicone,1,1/12/2023 8:11,32.95,1963,VIC,GEELONG WEST,3218
95422,58614,Seachem Flourish Glue 8g,1,1/12/2023 8:11,12.75,1963,VIC,GEELONG WEST,3218
95421,17662,Brine Shrimp Eggs Box 20g,1,30/11/2023 22:15,36.9,0,NSW,Balmoral Village,2571
95421,18776,Schego Ideal 150 l/h Air Pump,1,30/11/2023 22:15,61.5,0,NSW,Balmoral Village,2571
95421,9217,API gH  kH Test Kit,1,30/11/2023 22:15,24.98,0,NSW,Balmoral Village,2571
95421,39783,Absolute Colour Boost 150g,1,30/11/2023 22:15,32.98,0,NSW,Balmoral Village,2571
95421,77052,Aquasonic Bactonex - Broad-spectrum (Aminacrine Hydrochloride &amp; Methylene Blue) - 250ml,1,30/11/2023 22:15,15.26,0,NSW,Balmoral Village,2571
95420,44098,Bioscape LED Landscape Bamboo 9w,1,30/11/2023 21:43,90,1679,NSW,Corrimal,2518
95419,11757,Fluval 307 Performance Canister Filter up to 330 L Aquarium,1,30/11/2023 16:42,289,0,QLD,NAMBOUR,4560
95418,50739,Reef Factory Salinity Guardian,1,30/11/2023 16:25,572,0,VIC,Williams Landing,3023
95416,19711,CO2Art - Bazooka Flux CO2 diffuser Large - Over 250L,1,30/11/2023 12:40,50,1962,VIC,Morwell,3840
95415,22433,Aqua One Lifestyle 21 LED Light Unit (52040-L),1,30/11/2023 12:27,65,1961,VIC,EPSOM,3551
95413,86705,CORAL ESSENTIALS CORAL FOOD 50G,1,30/11/2023 10:48,50,0,VIC,Caulfield North,3161
95412,6095,Red DIN UPVC Pipe Per Metre - 32mm,2,30/11/2023 10:32,16,423,QLD,Sippy Downs,4556
95412,6109,White DIN 90 Degree Elbow - 32mm,1,30/11/2023 10:32,6.9,423,QLD,Sippy Downs,4556
95412,6177,White DIN True Union Ball Valve - 32mm,2,30/11/2023 10:32,50,423,QLD,Sippy Downs,4556
95412,6114,White DIN Ball Valve - 32mm,1,30/11/2023 10:32,29,423,QLD,Sippy Downs,4556
95412,6152,White DIN Push In Reducer - 32mm-25mm,2,30/11/2023 10:32,3,423,QLD,Sippy Downs,4556
95412,6153,White DIN Push In Reducer - 40mm-32mm,1,30/11/2023 10:32,4,423,QLD,Sippy Downs,4556
95412,6171,White DIN Tee - 32mm,2,30/11/2023 10:32,6,423,QLD,Sippy Downs,4556
95412,6165,White DIN Tank Fitting (Bulkhead) - 32mm,2,30/11/2023 10:32,18,423,QLD,Sippy Downs,4556
95412,6164,White DIN Tank Fitting (Bulkhead) - 25mm,2,30/11/2023 10:32,15,423,QLD,Sippy Downs,4556
95412,17133,Converter Male Pushin - 32mm,1,30/11/2023 10:32,15,423,QLD,Sippy Downs,4556
95412,17134,Converter Male Pushin - 40mm,1,30/11/2023 10:32,17,423,QLD,Sippy Downs,4556
95412,92170,Aqua Medic Bali Sand 3-4mm,3,30/11/2023 10:32,60,423,QLD,Sippy Downs,4556
95412,4905,Vectra M2 Pump (Mobius),1,30/11/2023 10:32,659,423,QLD,Sippy Downs,4556
95411,9453,Aqua One Grounding Probe,1,30/11/2023 6:19,24.99,0,VIC,Williamstown,3016
95410,85900,Fluval T300 Electronic Aquarium Heater 300W,2,29/11/2023 23:41,56.98,0,NSW,Macquarie Hills,2285
95410,85906,Fluval T50 Electronic Aquarium Heater 50W,1,29/11/2023 23:41,42.98,0,NSW,Macquarie Hills,2285
95409,22439,Aqua One Lifestyle 52 LED Light Unit (52042-L),1,29/11/2023 21:02,89,0,NSW,Faulconbridge,2776
95408,31005,Hanna - Phosphate LR Reagent HI713-25,1,29/11/2023 19:54,11.5,1959,NSW,Auburn,2144
95009,4901,Vectra Battery Backup Booster Cable,1,29/11/2023 10:32,59.5,1958,SA,BRIDGEWATER,5155
95009,4857,Vortech Battery Back Up,1,29/11/2023 10:32,296.5,1958,SA,BRIDGEWATER,5155
95008,87089,Chihiros WRGBII Slim Bluetooth - 90cm,1,29/11/2023 9:41,308,0,QLD,Bray Park,4500
95007,11305,"Waterbox 2.75"" Filter Sock 225 Micron Felt",1,29/11/2023 8:15,16.92,1821,VIC,Coburg,3058
95005,4453,Aquaforest NP Pro - 50ml,1,29/11/2023 0:29,50,1935,TAS,GLENORCHY,7010
95005,4405,Aquaforest Pro Bio S - 50ml,1,29/11/2023 0:29,48.95,1935,TAS,GLENORCHY,7010
95004,66388,Live Phytoplankton 500ml,1,28/11/2023 22:41,15,0,VIC,Korumburra,3950
95004,66386,Live Copepods 500ml,1,28/11/2023 22:41,25,0,VIC,Korumburra,3950
95003,59882,Reef Factory KH Keeper Reagent 2.5L,1,28/11/2023 22:00,169.02,1788,NSW,Waterloo,2017
95000,10621,D-D JumpGuard Pro Aquarium Cover Accessories Multi cutout for pipes and cables,1,28/11/2023 19:37,17.99,0,NSW,Orange,2800
95000,14984,D&amp;D JUMPGUARD PRO DIY AQUARIUM COVER 180CM X 90CM,1,28/11/2023 19:37,138.98,0,NSW,Orange,2800
95000,11303,"Waterbox 4"" Filter Sock 225 Micron Mesh",2,28/11/2023 19:37,22,0,NSW,Orange,2800
95000,76569,"Waterbox 4"" Filter Sock - Felt (100 Micron)",2,28/11/2023 19:37,19,0,NSW,Orange,2800
94906,11512,Aqua One Carbon Cartridge 2pk 55c,5,28/11/2023 14:08,7.98,0,SA,Northgate,5085
94906,10133,Aqua One Tropical Flake Food 52g,1,28/11/2023 14:08,9.98,0,SA,Northgate,5085
94904,9090,Aqua One Carbon Cartridge 126 380 1C,2,28/11/2023 13:06,11.99,0,NSW,castle hill,2154
94904,9100,Aqua One Carbon Cartridge 620/620T 3C,3,28/11/2023 13:06,14.99,0,NSW,castle hill,2154
94904,77721,Bioscape Mineral Airstone 10cm,1,28/11/2023 13:06,2.66,0,NSW,castle hill,2154
94904,8989,Airstone PVC Encased Green 8in 20cm,1,28/11/2023 13:06,5,0,NSW,castle hill,2154
94904,9515,API Aquarium Salt 1843g,1,28/11/2023 13:06,18,0,NSW,castle hill,2154
94904,9423,Aqua One Filter Pipe Cleaner 3 Brush Set,1,28/11/2023 13:06,7.99,0,NSW,castle hill,2154
94904,11476,Ecoscape Xlarge Hygro Red,1,28/11/2023 13:06,14.98,0,NSW,castle hill,2154
94884,9033,AquaClear 110 Filter,1,28/11/2023 10:15,149,0,QLD,PARADISE POINT,4216
94883,63369,ADA Nature Aquarium Pressure Resistant Tube for CO2 2m - Clear,2,28/11/2023 9:54,9.95,0,NSW,Belrose,2085
94815,5318,AI Saltwater Prime 16 LED Light Black,1,28/11/2023 0:47,364.38,1891,NT,Ludmilla,0820
94815,5363,Prime Tank Mounting Kit Black,1,28/11/2023 0:47,55.68,1891,NT,Ludmilla,0820
94814,10070,New Life Spectrum Cichlid Pellet 1.0-1.5mm - 300g - Slow Sinking,1,28/11/2023 0:36,31.49,1956,WA,Canningvale,6155
94812,22514,Aqua One Sponge 15ppi 2pk 401s - Aquis 550/750 - 25401s,1,27/11/2023 23:08,8.48,1955,NSW,KINGS PARK,2148
94811,19551,Chihiros WRGB II - 120 cm Freshwater LED Light,1,27/11/2023 22:45,611.1,0,NSW,Goonellabah,2480
94811,70084,"Fluval FX2 Canister Filter (1800L/h, 750L)",1,27/11/2023 22:45,404.1,0,NSW,Goonellabah,2480
94810,79444,Blade Grow Coral - 57in,1,27/11/2023 22:43,688.5,0,QLD,Port Douglas,4877
94809,22447,Aqua One Lifestyle 76 LED Light Unit (52043-L),1,27/11/2023 22:16,89.1,0,NSW,Faulconbridge,2776
94808,9156,Aqua One Glass Heater 200W,2,27/11/2023 22:02,29.68,1606,NSW,Llanarth,2795
94808,9158,Aqua One Glass Heater 300W,1,27/11/2023 22:02,33.29,1606,NSW,Llanarth,2795
94808,53218,Dymax Tropical Flakes Essential 150g Floating Flakes,1,27/11/2023 22:02,18.9,1606,NSW,Llanarth,2795
94808,8817,First Bites - 10g,1,27/11/2023 22:02,4.48,1606,NSW,Llanarth,2795
94808,16376,Skull - Large,1,27/11/2023 22:02,35.06,1606,NSW,Llanarth,2795
94807,79600,Bioscape LED bowl Lamp,1,27/11/2023 21:25,40.48,0,NSW,Leichhardt,2040
94806,9100,Aqua One Carbon Cartridge 620/620T 3C,2,27/11/2023 20:41,13.49,0,NSW,Vincentia,2540
94806,11570,Self Cut Black Sponge 15ppi 32 x 20 x 3cm,1,27/11/2023 20:41,13.49,0,NSW,Vincentia,2540
94806,63876,Seachem Stability - 500ml,1,27/11/2023 20:41,25.65,0,NSW,Vincentia,2540
94806,4395,AF Phyto Mix 100ml,1,27/11/2023 20:41,17.1,0,NSW,Vincentia,2540
94805,4983,Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,3,27/11/2023 19:10,85.59,1129,VIC,Surrey hills,3127
94805,93282,Maxspect Coral Pruner,1,27/11/2023 19:10,30.78,1129,VIC,Surrey hills,3127
94803,16639,4 Stage 100GPD Premium Boosted RO/DI System,1,27/11/2023 18:25,567.81,0,VIC,St Albans,3021
94742,51852,Fauna Marin Balling Salts Carbonate Mix - 2kg,1,27/11/2023 16:58,49.5,0,ACT,PALMERSTON,2913
94741,66385,Live Copepods 1L,1,27/11/2023 16:48,31.5,0,NSW,Ingleburn,2565
94741,66388,Live Phytoplankton 500ml,1,27/11/2023 16:48,13.5,0,NSW,Ingleburn,2565
94739,20907,CalReact CR-200 Calcium Reactor,1,27/11/2023 16:00,899.1,0,NSW,Revesby,2212
94738,87031,Bubble Magus Media Reactor - MR100,1,27/11/2023 15:51,156.1,1954,NSW,Narara,2250
94737,4983,Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,1,27/11/2023 15:50,87.2,0,NSW,WERRINGTON DOWNS,2747
94734,35773,Juwel Rio 240 LED Aquarium Dark Wood - Matching Cabinet,1,27/11/2023 14:35,1363,1953,ACT,Fisher,2611
94733,20811,MAXSPECT CORAL GLUE GUN,1,27/11/2023 14:28,79.16,0,QLD,Trinity Beach,4879
94669,9090,Aqua One Carbon Cartridge 126 380 1C,1,27/11/2023 13:22,10.79,0,NSW,MOUNT COLAH,2079
94669,8698,Algae Wafers - 40g,1,27/11/2023 13:22,7.18,0,NSW,MOUNT COLAH,2079
94654,11354,Master Soil Next HG Black 3L,1,27/11/2023 11:17,25.2,1951,NSW,Blacktown,2148
94654,22495,Aqua One Natural Gravel River Sand Australian 5kg,1,27/11/2023 11:17,13.49,1951,NSW,Blacktown,2148
94654,65904,Tc - Eleocharis Acicularis 'Mini Hairgrass',1,27/11/2023 11:17,10.8,1951,NSW,Blacktown,2148
94654,65890,Tc - Riccia,1,27/11/2023 11:17,10.8,1951,NSW,Blacktown,2148
94654,65549,Tc - Staurogyne,1,27/11/2023 11:17,12.89,1951,NSW,Blacktown,2148
94653,4923,Versa Dosing Pump - Single,2,27/11/2023 11:06,270,1950,NSW,Cardiff Heights,2285
94652,44084,Bioscape 60cm Ultra Clear Glass Aquarium Tank  2ft  60x30x36,1,27/11/2023 11:03,170.98,1949,NSW,Kellyville,2155
94651,10255,LifeStyle 76 Complete Glass Aquarium - White Tank,1,27/11/2023 10:03,269.1,1948,NSW,Sutherland,2232
94651,10253,LifeStyle 76 Complete Glass Aquarium - White Cabinet,1,27/11/2023 10:03,180,1948,NSW,Sutherland,2232
94650,10102,Aquaforest AF Marine Mix M 120g,1,27/11/2023 9:39,20.12,1132,NSW,Mount Druitt,2770
94650,8324,Aquaforest Algae Feed L 120g,1,27/11/2023 9:39,20.12,1132,NSW,Mount Druitt,2770
94648,17430,Eheim Everyday Feeder Auto Fish Feeder,1,27/11/2023 8:21,101.68,0,ACT,Gunghalin,2912
94632,9090,Aqua One Carbon Cartridge 126 380 1C,8,26/11/2023 23:43,10.79,0,TAS,Montrose,7010
94632,9223,API Nitrate Test Kit,1,26/11/2023 23:43,27,0,TAS,Montrose,7010
94632,22677,Sponge 1pk 164s - LifeStyle 21/29,2,26/11/2023 23:43,9.85,0,TAS,Montrose,7010
94632,9515,API Aquarium Salt 1843g,1,26/11/2023 23:43,16.2,0,TAS,Montrose,7010
94632,8811,Fancy Guppy - 22g,1,26/11/2023 23:43,7.18,0,TAS,Montrose,7010
94631,5309,AI Aqua illumination Hydra Thirty Two 32 - White LED Light,2,26/11/2023 23:25,594,0,VIC,Hillside,3037
94631,5343,Aqua Illumination HMS Single Arm Kit,2,26/11/2023 23:25,146.7,0,VIC,Hillside,3037
94630,22563,opticlear low profile rectangle 90cm 70L,1,26/11/2023 22:51,143.1,1947,NSW,seven hills,2147
94629,11305,"Waterbox 2.75"" Filter Sock 225 Micron Felt",1,26/11/2023 22:30,19.8,0,NSW,Narara,2250
94629,86339,"Waterbox 2.75"" Filter Sock - Mesh (225 Micron)",1,26/11/2023 22:30,19.8,0,NSW,Narara,2250
94627,4983,Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,3,26/11/2023 22:06,87.2,0,NSW,Blacktown,2148
94626,63910,Seachem Matrix - 4L,1,26/11/2023 21:51,64.8,0,NSW,The ponds,2769
94626,58304,Seachem Purigen 1L,1,26/11/2023 21:51,98.1,0,NSW,The ponds,2769
94626,4894,RMS XR30 G6/G5 Slide,1,26/11/2023 21:51,54,0,NSW,The ponds,2769
94626,6259,Flipper Cleaner Max Float,1,26/11/2023 21:51,132.3,0,NSW,The ponds,2769
94625,17268,Fluval FX6 Giant Filter 3500 LPH,2,26/11/2023 21:41,611.1,1941,NSW,Alison,2259
94623,11603,Hanna - Phosphate ULR Reagents HI774-25,1,26/11/2023 21:18,13.84,1793,SA,Clarence Gardens,5039
